comment,intent,primary_driver,value_orientation,affect
"Even if u live pay cheque to pay cheque and don’t have any saving in USA , you still can live better than rich  1% of Nepali people .  <br>  That’s why NO ONE wants to live in NEPAL . If next COVID like pandemic happens , then 3rd world ppl dies first , that include NEPAL .  Make no mistake , NEPAL is not equipped to handle / counter any thing pandemic / war / blocked etc etc .",Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
"I appreciate your concepts and contents that you use to provide through these kinds of videos to generate awareness among our public .. keep it up bro 🇳🇵👍<br>You deserve huge respect and more fan followings for your contribution..🙏 <br>👍👏🙏 <a href=""https://www.youtube.com/watch?v=bO53rJ-r9yM&amp;t=945"">15:45</a>",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Bidesh jau Tara bideshi chahi na banau. Sabai Lai chahi rajneeti ma jaanu parne abasakta ta Chhaena Tara rajneeti k ho ra present ma hamro desh mai k kasto yojna chalira chha, for example yadi krishi ko lagi 2 crore pass bhayeko chha bhane yojna k k ho, kun kaam hune ho tyo pani thaha hunu paryo, yostna Pura garna paisa haina parishram chaheyo, Saman chahiyo tyo bujhnu paryo ra sab bhanda paile arko desh ma gayera Saman kinnu band grnu paryo. Aaj yadi India le border band Gardiye sorry to say hami bhokkai marna badhya hune ho. Yadi tyo hamro madat garna nai chahane ho vane factory hamro desh mai khulnu paryo etc..",Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
One of the country&#39;s main source of Foreign reserve  is remittance. We don&#39;t have any thing to export. So we export manpower.,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Ma 21 barsa KO ho dai 12 fail xu aaba bidesh jadai xu Tara skill xaina k garam k garam baxa future ma k hunxa dar lagxa 😢,Pro-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
i like this contain,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Bro explained my all plans in this video ...,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
"Nepal is a hell hole, maile jagir gareko talab diyenan sau le, vyapar gareko compitition ma margin hudaina tyes paxi sarkhari karmachari le guskhayera vyapar agadi lagna diyenan. Ani ma desh chorera hine india kaam garna.",Pro-Migration,Economic Necessity,Individualist-Self,Angry/Frustrated
For short term good life we are giving our lives to others hands yo aboard is a honey trap for us ahile sunda sochda testo nalagla tara kahile samma aboard ko border khulla hunxa? Gulf gayera 4-5 ota bhai bahine bhau aama ko karcha bihe afno chora chori paleka hamra buwa uncle haru nai xan ahile yuwa lai teti paisa le napugera Europe south africa even war zone country jana laisake PR hune yutai baslan ani nahune k garne ekdin desh farkinai parcha jawani sab bidesh ma sakera 40-50 katesi nepal farkera aauda haat ship hunna ani garne k ? Harek desh euta boundry hunxa resources ko You can see qatar as example worldcup huda kati nepali lai ghar pathaideko thiyo yestai yedi ekdin bidesh ko dhoka banda vo vaneh thau thau desh darap hunxa ekdin mai,Anti-Migration,Economic Necessity,Collectivist-Family,Angry/Frustrated
भारत को खर्बपति त भारत छोड्दैछ।,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"This video has given me inspiration to do something for my country in the future as I am abroad for five years.<br>Without Knowing about what I am doing here is worthy or not, it has provided me with some insights internally that I can do it in the coming future. Thank you for this video. Its so encouraging and motivating. ❤❤❤❤",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
How many times you use to change thumbnail for video<br>Oh my god from the date of post you changed thumbnail almost<br>3 times,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
We have lots of benefit if they go out like country ko resources ni sab ma pugxa aani remote area haru ni develop hunxa so sab Jana USA jau,Pro-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
Yo video herera tw Malai bidesh Jana mannn lagyo 😅😊,Pro-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
great video!,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
content already covered by indepth story,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Sounds problem jasto layo ?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Kati ramailo sunna lai<br>India le auna didaina ho nepal ma yesto investment,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Make video on kumbh mela..,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Good shout to a very pressing problem of Nepal!,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
"I not an scholar on this. However, के डायस्पोराका साथमा आउने युवा जनशक्तिको कमी निम्ताउँदैन ? देश भित्रमा रहेहा विभिन्न विकासका क्षेत्रहरू ल्याउने असरलाई कम्पेन्साटे गर्छ त? अनि अरू पहाडमा बुवाले चिता अग्नि दिन न पाउनु पनि प्रगति भो? आमाले सन्तान बाकसमा आएको हेर्नु पनि +ve हो त? What about    oir social identity, families dissconnected, mental health of those who grind, anjha rame ko budhi lai shhayame ley bajaudai xa , blah ! blah! Not an expert though Nepal sayed biswow ma kehi yehi Nepali Maulikta ley pani chinhinxa. Two faces!!",Neutral/Observation,Patriotism/Love,Collectivist-Family,Pragmatic
"भोकै बस्ने तर विदेश नजाने,वैदेशिक रोजगार नीति खारेज गरोै ।",Anti-Migration,Patriotism/Love,Collectivist-Nation,Angry/Frustrated
First need to change Citizenship rights to dual one.,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Here after podcast with Sanjay silwal gupta ❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
"I am doing Bachelor&#39;s Degree In Electricial and Electronics Engineering at Kathmandu University, School of Engineering and I regret my decision now<br>My friends who left for abroad are earning money and sending home and me who is here still asking pocket money from my parents <br>And this makes me feel like i can&#39;t do anything <br>For middle class family like mine<br>Money is everything at the end",Neutral/Observation,Family Obligation,Collectivist-Family,Despairing/Sad
Optimistic thoughts.,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Ma bides ako 5 year bayo <br>Koi pani.afnu.des na.manparaune  veteko xaina. Tara tya.ko airport Dekhi. Are sab system samjinda <br>Himat harera awxa,Trapped/Regretful,Systemic/Political Anger,Individualist-Self,Despairing/Sad
Hunata ho ki video ma vaneko kura sablai thaxa yaha samha ki yo niyam wa vanau mathika garna sakne chor hru Lai pani thaxa but gardaina Ani  vanxani Jani Jani suteko acting garne Lai laat nahane samha uthdainani testai E laat ka Bhoot hru BAAT Le mandaina k j vannus,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Such a detailed and well-explained video! Absolutely amazing dai.,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
philipino ko example linu jaruri thiyo ra muji?,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Worth of Time ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Such a beautiful video.,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Excellent podcast. Nepalese going abroad is definitely not a doom and gloom story as much of Nepal&#39;s media points out. It will take time, but things were change and turnaround.",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Sound aayena,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"bro video quality,  method of delivery and story line  are missing . btw Great research",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Dude could have used any other country, yet he chose is*ael which is a SETTLER COLONIAL country. The fact that their lobby has an influence is due to to US geopolitical interest in that region. Kinda weird how you support or use them as an example when they are involved in a g cide with support of said lobby. To use that example is disgusting considering you might know what the heck is going on there. Also, this video and the solution presented sound so liberal to me. Not taking into account various factors. And, wtf is it with Haiti? It is literally destabilise by US, had to pay reparations for freeing itself from french. Yes, corruption is to blame but so is geopolitical factors. Without a detailed analysis to our countries system, both internal and external, &quot;solutions&quot; like these are wishy-washy",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Binod Kunwar Sir ❤🇳🇵,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Nepal&#39;s own Politics tactics killing the Country rapidly,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Nepali Diaspora बाट केहि आशा नगरे हुन्छ |<br>An optimistic approach doesn&#39;t work well on nation building.,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
Manchhe lai manchhe jasto byawahar garnus manchhe lai desh ko kamdar ko rup ma matra herne ho bhane kehi ubho hudaina,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
"Nepal farkera kehi garnu vaneko garo nai cha..jun sector ma ni, government hos ki private hos, sab ma obstacles aucha jaba Nepal aayera kehi garchu vanda, your degree, qualifications and skills are not recognized when you return.",Trapped/Regretful,Systemic/Political Anger,Individualist-Self,Despairing/Sad
Ma ni jana lako,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
"Nepalese youth are looser, <br>When we do anything we see problem , we escape , we study we find hard we escape , we work we find problem we escape , same like that we see problem in country , we escape , <br>What country gives you does not matter , only matter what you did for nation , and remitance is not enough for country progress , <br>In this capitalist world we have to focus on industry and business , lets band all product from india , china and other country , do our own production and circulate money inside nation . <br>No remitance no  Government job will progress out nation economics ,",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
remittance-to-GDP ratio Ahile 28% pugi sakyo.,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"Jaba samma Nepal ko satta ma maobadi, yamale ra kangress rahanxan, malai lagdaina bidesh ma mari mari kamako paisa liyera koi bidesiyeka Nepali farkinxan<br>Farke pani bhude neta haruko matra pet bhariney ho ,jhan uniharulai ghus khane opportunity milxa<br>Desh jasta ko testai ani bidesh bata farkeka Nepali feri bidesh nai farkina badhya hunxa",Pro-Migration,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Harda Harda mane baira bata hardai xu bro dukha lakxa mc res man mai xa Sathi ho afunu des afnoi hune raixa tara lado jasto Sarkar lay garda Nepal vaya ra k garnu Nepali nei navaya,Pro-Migration,Patriotism/Love,Individualist-Self,Despairing/Sad
"nefool is a third world hellhole. no need to get emotional. the earlier you leave , the more developed and rational you become . no need to live like an animal in this low iq country .",Pro-Migration,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
If Nepalis don&#39;t even have a brain how can it be brain drain? 🤔,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
"Nepali le business garera kaile khadaina. Jati shukai kina nakamosh, nepali le flexing mah tyo paisa udaunxa udainxa. Not possible in context of Nepalese community. GG",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Mero school ko savaivanda talent sathi .... Maile aile samma dekhya varimai extraordinary aile nepalma xaina america ko tesla companyma engineer ma kaam lagyo rey <br><br>Aauxa ta testo talent manxe nepal ko sewa garna .... K garnu yar testo manxeharulai hamile gumairakheko xam toit ...Hospitalma kaam garxu maile thavako best doctor uk gayo thuikka muji nepal ko haalat ...Hamro best best manxeharu vagira xa ani nepalma gojyangrwko toli thulothulo postma,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Despairing/Sad
nepal maa k hi garchhu bhaneko baluwa maa pani haale jatikai ho rahechha ki party ko jhole hunu paryo ..ma nepal maai k hi garchhu bhanera tytro lagani gare last maa bidesinu paryo,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Kahile kahi positive kura sunna pauda pani achamma laagchha,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"😂😂😂😂😂 this peoples ideas on <a href=""http://development.lol/"">development.lol</a>",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Best video.❤,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Within 2 year i am also going to abroad bcuz nepal didn&#39;t have any good futures,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Vet well researched video,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
This earth belong to whole humanity,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"The first step towards optimisic path for Nepal is political revolution. With current political chaos, it is not possible to utilize Nepalese diaspora to its optimum potentiality. Such situation is not just bad for those living in Nepal, but also damaging to diaspora due to lack of voice for them and improper environment for investment. So, it is the duty of every individual born in Nepal to directly or indirectly support new leadership with practical vision, for our combined welfare.",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
"I think every Nepalese going abroad now should at least ensure that they carry their culture and national pride with them too. Because it&#39;s so easy to be influenced in foreign territory where every culture is different and new. It might be a total shocker and hard to adapt but eventually, it becomes a part of our life. However, if we could also share a bits of our culture, then that would be a great cultural exchange. Our history is so rich that we were never colonized yet most of the foreigners don&#39;t even know that Nepal exists. That&#39;s fine but what would be even sadder is if our own future generations don&#39;t know about our country. It&#39;s crucial for us to build a great diaspora for our identity. 🇳🇵",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Agriculture ma 30-50lakh low interest loan deko sab farm haru dubi sakyo cause they all were in that sector just for that loan money. In my point of view government should provide low interest loan  with easy paper work for the business plan to the people who have studied in abroad and want to come back and start their own business cause they really know what hard work means.They know the real value of money and how to use it wisely..,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Hey I also thought the same but nobody was talking about it. Thanks a lot for making a video about it 🙏🙏🙏,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Lovely video ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"<a href=""https://www.youtube.com/watch?v=bO53rJ-r9yM&amp;t=701"">11:41</a> point to be noted. Afnai desh farkau ra kehi naya garau vanne ta sabai lai maan hunxa. Aru desh le garna sake kina vane tya ko government supportive xa. Hamro Nepal farkera kehi garxu vane government ra corruption le ka garna dinxa ra. Gareko example holan but 3 crore population ma 10-12 jana ko example diyera furkilauxan neta haru. Tini haru le ghus khulauna sake tei vayera gare. Hami sakdainau",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
"Nepal ma sarkarle ramro kam garna sakira xna haina ki, kamai garna sakeko xna",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
nepali diaspora pani dui kisim ka channa example kai lagi australia ma rayeka nepali diaspora lai hera euta binod kunwar chhan jasley aafuley australia ma kamayeko paisa nepal ma invest gardai chhan ra  aru nepali diaspora lai pani nepal ma invest garna jagaudaichhan ra arko nepali diaspora community australia ma chha jasley nepali kala sanskriti nepal sanga copyright vayeko pashupatinath mandir jasley nepal ma lakhau tourist vitrayeko chha teshai ko copy garera australia ma pashupatinath mandir banaudaichhan austalia ka manxeley australaia mai pashupatinath mandir dekhey vanepaxi tini haru nepal aayera k herney ?? tyo vanda better ta nepal ko kunai cultural heritage renovation gardeko vaye kati ramro huney thiyo hola,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Muji Patrukar. 12 Bhai Muji. Murra Muji🐃🐃,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
"Bro remember that citizens are not civiled , look in the mentally of nepali and europoan people,",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
"1K, 2k rupee liye ra vote dine aafhono aama bahini baccha haru ko future ani safety  ,freedom sab becha dine ani bhanu ki nepal ko leader nai ghatiya xa ani tiyo ghatiya mancha lai jityo kasle ta hami nepali le ani sab thulo ghatiya ko tab hami nepali aafhaia choose garne aafhaia gali garne Nepali honi 😂😂😂",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Bakwas kura.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Khulkiyo Tero video 🤣,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Jewwwish diaspora haina Palestinian g side.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Everyone talking about remittance but am not agree with that for example   they sent 10k but they spend 20k like they sent 1 lakh but they brought 1.5lakh phone and other luxury expenses so remittance cause import unnecessary luxury thing income less spending double which show on paper remittance contributions to our gdb but remittance is a Foreign merchant losses one of main reasons of our country,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
maile ni yestai shoche ko thiye,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Sabai desh political corrupt party haru le khaye,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
"The young generation constantly faces significant challenges. Although they have many innovative ideas to contribute to the country, the lack of proper policies makes it difficult to kickstart these ideas. As they grow older, societal expectations to support their families arise, making it challenging to continue pursuing these ideas. Consequently, many are compelled to go abroad for better income, education, or training. The allure of a better world often blinds Nepalese individuals, and the high rates of corruption further discourage them from investing in Nepal.",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
"Government officials particularly target mongolian features ethnicities, none of my brahmin and chetri friends have had to pay bribes for simple Government work",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
lol brain drain 😂😂😂 what brain?,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Garo cha bro nepal ma!! Maile naya investment garera factory khole aba ahile maile approval pako chaina!! Mero 1 crore paisa dubne wala cha!!,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"The same money looted by politicians and indian business houses, are coming in as foreign investments just to pay less taxes.",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Thank you<br>Hajur use garne term Disphora pribciple ma depends vaera bane ko video ho. Yeslai suruma ali definition diera bala video suru garda.. jhan mitho hune thiyo.. <br>Ra bidesinu lai kasari control garna sakinchh.. ali kati vako vae ta.. <br>Aru gajab chh sir.. <br>Thank you,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Thanks to this diaspora Kallu kaley lai palekai thiyo,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Mero 1 salla hai <br>Script ramro xa video presentation pani thik xa tra speech ali vayena.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Dai niti xaina nepal maa ani future ni secure xaina ....krishi garum 5 rupees kilo maa indua baata xyaapxyaapi paainxa ...ani yaha poisa ta kaminxa but jogidaina,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
"The voice tone was very irritating to listen so I had to clock out of this video within couple of minutes. Him ending every sentences with “cha” was too irritating, change your script",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
chup muji,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
I don’t understand why don’t you make videos of dharan ? Don’t you think they are doing really great job? Don’t be bios,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"The only thing Nepali will do is buy land, build house and inflate real estate prices.",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"Good Research But,<br>कमाईबाट लगानी गर्नुपर्छ, त्यसबाट रोजगारी र थप आम्दानी सिर्जना हुन्छ तर त्यसको लागि Financial Literacy चाहिन्छ। मैले के मा कति रकम, कति समय लगानी गर्नुपर्छ? के गर्नु, कसरी जीउनु, के खानु ठीक भन्ने निर्णय लिन सक्नुपर्छ अहिलेको खाडल भनेकै त्यही हो प्राय नेपालीको। डायस्पोराले सीप र लगानी नेपाल भित्राउन पनि नेपालको भ्रष्टाचार र अब्यवस्था बाधक छ यसलाई पहिले हटाउन नेपालमा भएका मानिसको सोच परिवर्तन हुनु आवश्यक छ।<br>बिदेश जानेहरु र नेपालमै रहनेहरुलाई सोध्नुहेस् उनीहरु धेरैजसो भौतिक सुबिधाभोगका लागि पैसा कमाउन चाहन्छन् सुखको परिभाषा नै थाहा छैन। अनि instant पैसा कमाउनु एकमात्र उद्धेश्य छ॥ गौतम बुद्ध, भगवान कृष्ण, महाकवि लक्ष्मीप्रसाद देबकोटाले भौतिक सुविधाले मात्र शान्ति मिल्दैन भने मरुञ्जेल चिच्याए तर म अर्कै ग्रहको प्राणी हुँ, म चाहिं सुखी हुन्छु सोच्ने मूर्खको कमी छैन यहाँ।  हामीमा आत्मज्ञान नआएसम्म न नेपालको भ्रष्टाचार सकिन्छ, न गरिबी, बेरोजगारी र अत्याचार",Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
Brother make video on why gen Z are being so drug addict and dumb generation.i fell worst and think that why i born in this generation Z due to shit habits done by gen Z kiddo,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
"<a href=""https://www.youtube.com/watch?v=bO53rJ-r9yM&amp;t=300"">5:00</a> Mr beast video of the hospital.",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nepal doesn’t need a youth leader or an old leader it only needs a great leader whatever he or she is old or young the leader should be great to the people from heart. 🇳🇵🇳🇵🇳🇵🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Nepal is a country where we exports young people and imports the money...,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
मुखमा सुपारी हालेर कुरा गर्ने हरु भन्दा तपाईको भिडियोहरुको content well researched र स्तरीय छन । राम्रो विषय उठाउनु भयो।,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Few years ago I and my friend decided to stay in Nepal and pursue an undergraduate degree among 2 out of 20 of my friends. I graduated this year and I regret my decision. <br><br>I don’t see certainty and sustainability here. If someone hits me on a road, I can’t assure if he’s going to jail. My property, family is all at stake here. <br><br>And thus, I am leaving Nepal this year. This totally depends on individual preferences and choices but for me, I don’t see myself truly living my life to the fullest here with all the political chaos.",Pro-Migration,Systemic/Political Anger,Individualist-Self,Despairing/Sad
Hello Namaste YouTuber. What is going happening in our Nepal. Shut up 🤫 I&#39;m not happy to listen your words. Desh Ritti Raachaa.. YouTuber hasiraa. Bidesh jani k rahar hoo lamo ko Dias Moda 😮‍💨. Desh ko leader jhai bolni 😮‍💨🙏,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
K k bolecha yo Bipchan Pagal lee Media hoo Vani Tero Baau ra Kaka Haru ko bare News vaan Khate Oli ra Sher Bahadur ko Nati K Pai tei bolcha Khate Ta poo Nepal mai xaas.. Bidesh k Rahar le hideko sabai Janta Vaan taa aafai. Desh Bechyo Tero Baje Sher Bahadur le.. Aaavaa Tero Bau oli le sell hannu Baki chhha... Janta ko poisa khacha J Pai tei bolcha Yoo Pagal YouTuber leeee,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
ExtraTech cricket ground owner Binod Kunwar ❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Yamale Nepali Congress ko jhole haru lae yo kura le farak pardeina jhole haruko lagi desh vanda thulo party ho,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
धन्यबाद सर भोलिको दिनमा यो हुनेछ भन्ने आशा गरौ । Good Morning &amp; जय नेपाल,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Bro is paid actor. Period.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
rahar le janey doesnt seems appropriate not everyone goes abroad because of rahar if there was stable goverment stable economy stable investment then who would leave the country Everyone would  support and build the nation. so could you please remove the sentence rahar le if it was rahar than would a 50 60 70 years old people leave the nation ?,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"While Kuznetsov&#39;s theory offers an optimistic framework, its application to Nepal is fraught with challenges. The country&#39;s weak and corrupt institutions, fragmented diaspora, and dependency on remittances diminish the likelihood of a transformative role for Nepalese expatriates. Without significant reforms within Nepal to address these structural issues, the potential of the diaspora will remain unrealized, leaving the country to grapple with the long-term consequences of brain drain. I don&#39;t see much prospects until Nepali people change their vote.",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Why would any Nepali with conscious invest in Nepal. Everyone is corrupt to the core.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
This video is a loss for Nepali comment when it comes and talks so positively of the genocidal jewish ethno state like Israel,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
