comment,intent,primary_driver,value_orientation,affect
"One of my close friend went to USA through same route. He said the actual things you just said.","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Rahar le gako ho bro tya <br>Bhadyata t khadi ho","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Yo yatra ma 100% loss nai cha .","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"<a href=""UCkszU2WH9gy1mb0dV-11UJg/JAJ1XpGpJYnW8wTupZu4Cw""></a>salute for ur hard work brotheer","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Yeti mehenat Nepal Mai garya kei hunthyo ki","Anti-Migration","Patriotism/Love","Individualist-Self","Pragmatic"
"Got goosebumps. Hats off to your research. Keep growing…","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Title inappropriate vaexa  subject matter vane dherai informational xa😊😊😊","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"You are the best😊","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Hello Bro, Not related to this topic, could you also do a video on why Yatri ko bikes are not getting license? I dont understand what is the issue in this. <br>Ki ta company nai na khulna dinu parne thyo, ahile aayera, tetro bike bechna dine, tara license plate number lina lai kei process nai  chaina.<br>K ho k ho,","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"aafno desh jasto sorga khii xaenw aafnai desh ma kam garum gare j pani hunxa","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Pragmatic"
"99% of you do not qualify.. in fact once they have you- they will get your info- pic- finger prints and Deport you immediately...WITHOUT EXCEPTION. You won&#39;t be able to read apply for another 10 years- if you are caught here illegally- it could include JAIL TIME.","Trapped/Regretful","Economic Necessity","Collectivist-Family","Pragmatic"
"why would you expose yourself on social media","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Much needed info","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Wow what a content brother...❤️‍🔥❤️‍🔥❤️‍🔥","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"My Friends also have gone to USA like this","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Thank god there are some channels who raise the issues that no body talks about <br>Jay Nepal","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"Bro make a video related dhikuri/dhikuti...how it started... it&#39;s illegal and yet its run by many nepali people...","Trapped/Regretful","Patriotism/Love","Individualist-Self","Pragmatic"
"Ramro content brother!, Yesari USA naajanuhos. It’s not worth it. Do research.","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"The person who are willing to pay upto the north of 50 lakh despite knowing danger ahead and if gets return or death don&#39;t gets my sympathy...  For That much amount you can start a business with careful planning and can settle for life in their own country","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Wow how beautifully you presented this issue 💖<br>You didn&#39;t even ask for Like,  comment,  share blahh blahh, <br>Truly appreciable 🍀🍀","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Im happy in dubai","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Kina vanne Kura ta clear xa ni Nepal ma vabisy andhakaar ma xa dhukka xa ani subidha thorai xa.","Anti-Migration","Patriotism/Love","Individualist-Self","Pragmatic"
"यथार्थ यै हो जुन भिडिओ ले देखाउछ europ को सपनामा turkey देखि illigal जानेमा क्यै ले ज्यान गुमाय कयौ महिला बलात्कार भय कति अपरण मा परे अनि फिरती रकम लाखौ गुमाय पिडा सारो छ यो यात्रा कठिन छ तसर्थ जानु भाँडा पहिला प्रलोभन मा नाफस्नु होला राम्ररी सोच्नुहोला 🙏🙏","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Kuddoss to such qualities content!!!","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Rather than giving 40-50 lakhs to agents to travel illegally it is easier to study engineering or nursing and migrate to australia.","Trapped/Regretful","Economic Necessity","Collectivist-Family","Pragmatic"
"Kudos to you Dipesh Ji! Thank you for letting us know the truth. Your videos are to the point and makes sense as what might have happened. Its an eye opener for many of us Nepalese. Looking forward to learn more from your videos.","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"i wished the video to be abit longer.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Like the way you share the whole information about it !!!!","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"very sad 😢","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"Dipesh Brother, you&#39;re doing really a great task, please don&#39;t fred up and continue further. I am sure that your hardwork is going to pay off really well and will contribute in revealing the &#39;secret&#39; dark-facts that rare people knows.. And also congrats for 90K+ subs, good luck for 100K very soon :)","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"After hearing this I think this video will saved many life of our nepali people&#39;s who wants to migrate in future for better way of living life but there is no guarantee they will reach or not to the place so this video will help them to change their mind so don&#39;t do any risky thing&#39;s with your life","Neutral/Observation","Patriotism/Love","Collectivist-Family","Hopeful/Motivated"
"Best channel","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"all credit goes to a#<a href=""http://www.youtube.com/results?search_query=%23hole"">#hole</a> plliticians and beurocrats","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Hamro Neta harule garda aaja hami Nepali ko yesto halat vako xa. <br><a href=""http://www.youtube.com/results?search_query=%23nonotagain"">#NoNotAgain</a>","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"what if there&#39;s a movie on this journey? 🙂","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Desh Hunu Paryo Nii Ramro Ghar Family palna Laghi Tw risk uthaunu Paryo Tw Tmy Jasto chair ma Basey Rw bhuknu Tw bhayana Nii Aani America Jasto Powerful Country Jana risky Tw Bhaihalxa Nii risk na Leunay Bhya Tw India Gaya Bhyo Tw.   Chair Ma Basey Rw Dherrai nabhukha Bro family lie palna Laghi Rw Aauney generation Aafno Ramro Thau ma Bitos Teni Haru ko life Bhaney Rw Hoo risk leya Rw illegally Janey Tmy Jasto chair ma Basey Rw bhuknu Bhanda Tehi risk leya Rw illegally Janey Thik Xa","Trapped/Regretful","Family Obligation","Collectivist-Nation","Pragmatic"
"Wow just amazing eye opening video","Neutral/Observation","Family Obligation","Individualist-Self","Pragmatic"
"Illegal stuffs lai promo grnu hunna hai","Trapped/Regretful","Economic Necessity","Individualist-Self","Pragmatic"
"Katti xan xan","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Thumbs up for the video","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Truth is hard 😢 please don’t travel illegally ❤","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"great job The Nepali comment and Dipesh... Hats Off.","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"dai i just respect your intelligence and your commitment on research!<br>i want to spend 15 minutes on a table talk while i come back to Nepal!<br>i will try my best to make it possible!Hats off!Keep up the good work and!<br>Best Regards<br>Your biggest follower","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"One of my moms relative now lives in USA. He did this and now he is working in a restaurant.","Pro-Migration","Family Obligation","Individualist-Self","Pragmatic"
"Except under some circumstances, Illegally traveling is a choice for people like Nepalese and whatever happens to them , they deserve it.","Trapped/Regretful","Patriotism/Love","Individualist-Self","Pragmatic"
"Dai every 7 day ma vedio dinuna kamse kam vadi ma day by bay","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Ek janna le 15 20 lakh garna hune tara Nepal ma tai paisaa le kehi business garxu vanne aatt naaune!! Hait toit","Anti-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"yedi 20 lakh chha bhane ta nepal mai base bhai goni kina janu bidesh.","Anti-Migration","Patriotism/Love","Collectivist-Nation","Pragmatic"
"nepal ko middle class uppeer class ko video banau nu pario data nai chaina how much they earn","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"Road to 100k ^.^♥♥","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"correction.. they will not get even min wages .. that all depend on employer .. they will get more less then legal minimum wages.. Good Job","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Sir , it was the great knwoledge  and hats off for your work research 🙌","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"such a good content<br>you got a new subscriber:)","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"If want go america when i got visa not just some ****alien way","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Mero neighbour pani yesari pani america nai pugyoo<br>Pokhara ma dherai jana yesari nai gairaxan","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"I seen 15to20 people in Dubai they pey agent per person 50lakh Nepali Rs to going America though this way foolish people","Pro-Migration","Patriotism/Love","Individualist-Self","Pragmatic"
