comment,intent,primary_driver,value_orientation,affect
"As a content creator and holding a business with good salary at my own, Yes, Money management kahile pani school ra clz ma detail study vayena…<br>After my 10+2 i never thought of travelling abroad.. bur Rn only one thing determines…. Future(Yaha jati kamauxu tesla nata malai pugi rako cha , Pariwar ta tada) 50-30-20 rules kasaile sikayenan just afno freedom passion ra needs lai focus garxam…<br>Now personally i think… i need to migrate just ( Leave )<br>Middle class family j garam yaha 1 core nei kamam ya udam<br>Just auta word hits ( Pariwar budo hudai chan and they regret yaha basera paisa chinena nata sangat baira jau yo yaha udyobtyo tyaha cha tah screen ma matra sabaiko lagi ramro hamro agadi we know how you are)<br>That thing really hurts, i never had have thought about moving abroad<br>Feri arko kura ( pariwar le vaneko sahi ho aru josukei le j sukei vanun)<br>Jaba apply garxam ( reject )<br>And that’s hell part of story<br>However gardai xam garxam again and again but thanai xaina k gardai xam<br>Baira garda ni hudaina ya garda ni hudaina <br>Life is mess jasto jagcha at the age of 23<br>I wish i could have got right guidance <br>Ahile afno decision ra pariwar ko umer, ichya ra vawisyasochna parne cha<br>Hope everything goes right <br>Never stop studying<br>Never pause your passion <br>Go with flow<br>I’ll wait for my day<br>And you should <br>Time na aaie kei hunna yei garxu vaney ni baira garxu vaney ni<br>Patience is the key <br>Just enjoy, cheers to the life we got to live😃❤️<br>Go green☘️",Trapped/Regretful,Economic Necessity,Collectivist-Family,Hopeful/Motivated
Cloudfactory Nepal is one of the choice for Part time job in Nepal.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
One of the best video on this morning thank you mero Bhai ....!!!,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
In depth content see you soon !!!,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Thank you so much for this inspiring video. Keep growing !!,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
म नेपाल मै केही गर्छु भनेर १ वर्ष सम्म नेपाल मा start-up सुरु गर्छ भनेर बस्यको मान्छे अहिले ielts को तयारीमा छु। विदेश मा केही सिकेर फेरि नेपाल आउने छु यो देश को माया को कारणले ।<br>देश छोड्नु हजार कारण होलान् तर देश मै बस्ने १ ओटै कारण माया ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
At this time you are the real hero. Thank you for spreading some light on such big problem. <br><br>❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Respecting your hard work 💯❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Teita not fair with low salary,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Thank you for motivating me. Degree sakayera baseko aba kehi opportunities aaula ki vanne aasha ma chu❤,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
@rakshyapokharel516 afnu afnu perspective ho . Badhyata ra rahar(freedom) le ni matter garcha .. cheers to life,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Sanchai aaja tapaiko man ko kura bhannubhayo dai. Kassam manai chhoyo!,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
beyond expectation.<br>Wonderful ❤❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Quality content as always.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Malai neh basam basam lagna thalyo. K garnu visa aaisakyo 😂,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Nepalai narahe songs is suitable in this situation,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
"The content is not just well researched, but it also made me think deeply about the subject matter. It truly captures the current situation of our country and the potential it holds for the future 🇳🇵🇳🇵",Neutral/Observation,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
"तपाईं अाफ्नाे स्थान बाट सुरु गर्नुहाेस्, म अाफ्नाे स्थानबाट गर्छु । उठाै र जागाै अनि बनाअाै नेपाल देशलाई ❤ 🇳🇵",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"तपाईंको videoले मन छोयो, आफ्नो देश प्रतिको मोह र माया अझै बढायो, म नेपालमै सानो Business गरि बसिरहेको छु र कहिले business न चलेर साच्चिकै पलायन हुने मन बनि हाल्छ तर अब नेपालमै बस्नुपर्छ भनि लाग्यो 🇳🇵",Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Yo video ma mention huna xuteko ra arko bidesh jani karan vaneko aajkal even afno parents haru lai waha haru le bhogeko kura haru le garda nai afno xora chori haru lai yo desh ma rakhna xaina hamro age ko youth le chahi future ma desh ma opportunity dekhexam hola tara dherai jasto  parents haru ko najar ma sirf challenges ra obstacle xa tesaile waha haru le afno xora xori haru lai jasai bidesh pathaunu parxa vanni soch xa,Pro-Migration,Economic Necessity,Collectivist-Nation,Angry/Frustrated
You have so much positivity at the end. Love you man!!,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
"I was confused whether i need to go abroad or be in Nepal. Due to that I was so much distrubed. After watching this video, now I am pretty much clear and know what to do in my life. I have able to find out the difficult question of my life. I am really really motivated from this video. So, for now I would like to say thank you so much in advance.",Pro-Migration,Patriotism/Love,Individualist-Self,Hopeful/Motivated
"A perfect video,, you are a real YouTuber ❤🇳🇵",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
I was born in Nepal and I will die in Nepal coz i love my contry no matter what❤❤❤❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
Good video <br>Keep spreading such a positive message and awarness to youths which seems too urgent to inspire  them for staying in nepal,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Best video ever! Loved it!!,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
नेपाल तिमी रहौला कहा नेपाली नरहे !,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Bro Ending is Beautiful ❤️🇳🇵🙌,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"No matter how many people left Nepal they will sill connect with various ways to Nepal ,so there is still a chance we can generate income from them as various businesses will rise 😄 lets search for it 😁",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Bro the job you talking about will soon take over by AI,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
you should use more nepali words because when we share this to our older parents they could easily understand.,Neutral/Observation,Family Obligation,Collectivist-Family,Hopeful/Motivated
"Euta home renovation ko kaam liyeko thiye, ghar ma dui jana 70+ ko aama buwa matrai hununthyo. Chora chori sabai jana bides ma, utai settle vaisaknu vayeko raicha. Work suru gareko first day, kaam sakera site bata niskinu aghi aama le mero hath samaudai vannu vayo ""Hamro chora chori j vane pani babu nai hunu vayo aba, afnai ghar samjhera gardinu hai, hami buda vayeu, kei garna sakdainau, garo cha hamilai. Babu le chai afno aama buwa lai kailei chodera najanu hai"". Akha rasayo. Aja pani tyo aama ko kura samjhida akha rasaucha.",Neutral/Observation,Family Obligation,Collectivist-Family,Angry/Frustrated
Des naxadne yeutai kaaran ......maya😢😢,Neutral/Observation,Patriotism/Love,Individualist-Self,Despairing/Sad
Part time job really needed,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"As a recently +2 graduated guy who is sick of thinking abroad or Nepal , this video changed my point of view and  now i think i know what to do, loved your video ❤",Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Same bro,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
25 rs ko chiya khane paisa hudina aafu saga kam  khojyo vani ne ramro pauna garo xa  dhearai kamauna neta ko source chayo ani aafu sagai padeako sathi lea gako 1.5/2 barsa ma 50lakh dheaki 2cr samman kamaye vabda hami pagal matrai huna Baki xum,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
I live in Australia. Akhir kei nai rahyo Nepal ma mero lagi. <br><br>Tyo samaj jasle ma khelda sano ma malai bigreko kta vani Tag lagayo.<br><br>Tyo samaj jasle malai SLC ma kasko chorera pass vais vanyo.<br><br>Tyo samaj jas le malai kaile ijjat garena<br><br>Tyo samaj jasma mero dady lai dukha ko ghadi ma help garna koi ayena.<br><br>Tyo samaj jaha khutta tanne manxe haru ghar ghar ma basya xan<br><br>Maile dukha bahek kei nai payena.<br><br>Tara aja awastha ferieko xa<br>Jaba ma saga pr vayo paisa vayo<br><br>Aja ma saga sathi huna sap khojxan<br>Kaile nasuneko Afanta haru le mero xora xori bolauna paro eta uti vandai bolxan<br>Suddenly jo manxe le malai reject garya thi aja biha garum vanxa<br><br><br>Nepal lai maya garxu but Nepali soch lai gardina. Australia le mero harek dukha ko ghadi ma abhiwahak sara maya gareko xa<br><br>Nepali hu but Australian pani. Dubai mero mutu ko tukda hun <br><br><br>Tehi sama,Neutral/Observation,Family Obligation,Individualist-Self,Angry/Frustrated
"अब को १० बर्ष पछि नेपाल धनी हुन्छ। म चाहिँ १० बर्ष सम्म World Travel गरेर नेपाल फर्किन्छु। 😅😅😅  Yes ma ni freelance & online business ko through earn garchu so, IT sector ta सदाबहार हुने नै भयो, पछि Roads & Transportation को सबै सुबिधा भएसी Organic agricultural & Farming in hilly regions,  Religious Tourism (mainly Hindu& Buddhist tourist from India & China etc countries) & Spiritual Tourism(yoga, medidation, retreat centre, spa etc), & tourism connected with nature(mountain climbing, hiking etc ). Yehi ho nepal को कमाउने आधार।",Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
10 Reasons SOONER or LATER Everyone will Left 🇳🇵Nepal 😢 😪 <br>https://youtu.be/AlcahONiYOc<br>Either It's For Further Studies or Work,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
I’m living in abroad right now. <br>I’am sure many Nepali like me wants to go back to Nepal at certain point. <br>But there is only one question that’s stopping Nepali youth from coming back. <br>FARKERA K GARNI ??? <br>You also know that positive news about Nepal rarely comes out. <br>Could you please make a video regarding stuffs that people can do  after coming back to Nepal and their chances of success.,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Europ ko sabai vnda grib desh ho Romania 🇷🇴,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
जुन दिन देश छाडेको थिए । तेई दिन कसम खाको थीए एक दिन फर्केर केहि गर्छु भनेर र म फर्किन्छु मलाई म माथि बिस्वास छ 🙂,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
आखिर कैले सम्म चै भाग्ने र सर 🙏,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Kehi mahina ma iPhone, Mac computer, ghar ra gadi huncha bhannu chai ekdum galat ho. Ma bideshiyeko 20 yrs bhayo. Tara euta ghar, gadi, iPhone, Mac laptop kinnu kati dukha garey malai matra thaha cha. Esto fictional info nadiyeko best hola. Esto nachahiney bhram failaunu uchitt hunna. Kehi mahina ma gadi ra ghar jodhca bhannu jasto galat info dinu tapai haru ko jasto channel lai suhaudeina. Ajha whole family lai iPhone pathaucha arey. Esto hasauney kura nagarnu best hola",Pro-Migration,Family Obligation,Collectivist-Family,Pragmatic
"@Laxmisharmaa26  it's unbelievable how these 7 months changed my mind. I couldn't even believe i used to think like this 7 months ago😅<br>A lot has happened in the last 7 months. I have been fatigued mentally, physically and emotionally.<br>I have currently shifted my sole focus on acca and i am leaving this country by next year. <br>To live in this place for a guy of my age, everyday frustration gets added and it gets difficult to not get bothered by them. <br>I am not saying Nepal maa kehi garna sakidaina cuz there are many people who are doing so well in Nepal. But for me, Nepal maa basera i can't achieve what i want.",Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
आशावादी ।,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
This video must be shared in every schools & colleges in Nepal.,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
आशा राखौँ केहि त गर्न सकिन्छ<br>गर्नु पनि पर्छ!!🇳🇵,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
आखा भरी आँसु तील्मीलायो सारै मन मा लाग्ने भिडियो ।।।,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Very powerful words all the best for youth of nepal🇳🇵 ❤🇮🇳,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
धन्यवाद बाबू अति राम्रो सन्देश 🌺❤️🌹,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
tons of respect to your entire team,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"नमस्ते सर धन्यवाद 🎉 हृदय बाटै आभार, ज्ञानवर्धक अनि आशातित विषयवस्तुका लागि।",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
We're really proud to have you. Thank you for everything. Lots of love.<br>#ILoveMyNepal.,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
I hope youtube’s algorithm takes this to all the nepali youths . Jati dherai uti uccha,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Much needed video !,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"What a video bro what a video🙏🙏 hats off to you the way express each and every topic🙏 just wow❤️ its been more than 2 years in kuwait i really miss my family, friends and environment of my country❤️❤️😭",Neutral/Observation,Family Obligation,Collectivist-Nation,Despairing/Sad
One and only historic you tube channel based on nation,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
wow bhai liked it so much.salute.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Very nice video thanks a lot.  You have done many research and created this wonderful content in here.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Hat's off to your in depth content.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
As an inspiring to be an bureaucrats  in Nepal this gave me more hope and yes we will change and will change the country. hatsoff to this video i am inspired . Desh ko maya sabaila xa tara parsithiti ho tara am clear about that now.,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"One of the best documentary i hav ever seen. This might not change the situation of people who want to go abroad, but will affect their perspective directly or indirectly",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Excellent analysis 🎉🎉,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Thank you for good video, please more made to keep hopeful video dear Sir❤",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
I think everyone are crying by seeing this video content appreciated it hugely and salute to you .Like if you cry 😢😢😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Thank you your videos help me thank you i will stay in our country 💖💖💖 and try to make it better,Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
Worthy watching it.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Family la internet bata foran county ko <br>Video hara ra vacha tara aafno dream ra work idea fa rak cha . 🇳🇵 Hajur ko video hare pache nepal ma ke garna sacha vane yog cha❤❤,Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
Wow great video dear brother Thankyou for your great effort m motivated.,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
This man is really talented at the age of 23 Hatts of man💖💖💖,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Brother tapai ko content lastai ramro xa and still thank u from different part of Nepal  from raising the concern about this topic.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Precised video. Spitting the truth!,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ekdum Man Chhoyo. Saathi haru sabai bahirida aafulai eklai eklo mahasus gareko chhu,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Love it ❤️,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
This is too good ☺️☺️ <br>Well explained <br>Very informative <br>Very helpful ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Lot's of love brother.,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
What a explanation Hats off❤❤❤,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
one of the best videos till date,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Nikai ramro video xa samaya upayogi.❤❤❤❤❤aasha,utsaha,kehi na kehi khusi dekhauni 😊",Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Great video with motivation. keep on bro,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Bhai I really like the content you make<br>Hat’s off to you <br>I really hope you continue making them <br>Dherai popularity gather garera pachi RABI LAMICCHANE chai kahile nahunu la,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Thank you Bhai yo video banayeko ma. Chhana ta ma pani bidesh mai xu. Tara yo video le nepal mai basna ramro protsahan garne chha aune pustalai. Mero tarfa ta thank you back timilai yo video banayeko ma..,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
"Thanks for the motivation, hamile nai ho garne😇",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Dai, you are a gem ❣️",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Great content 🔥❤️,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Amazing content 👏👏👏👏,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Amazing bro.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
🥹❤️thank you for the motivation🙏,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"point to be noted , When there is lot's of problems , there might be opportunities as well , just we have to observe our surrounding ...",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
best ever❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
THANK YOU DAI❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Very informative bro,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
First part of the video was quite good but it diverts from its content from there and fades little bit. Good try. God luck,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Dheraii ramro video,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Your videos need to reach more audiences of every age everywhere, and keep up with these help.<br><br><br>( You watch one piece?)",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
I feel emotional at the end 😞❤️🫂,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Touched by the video but hope I’ll be back to my own home country 😢,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
reality video,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
You got new subscriber.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
i think i would be happy to stay in Nepal ❤,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
changing the traditional education system into practical educational  system nepal can somehow change the situations.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Hopeful/Motivated
Good content,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Love it,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
"2081-01-01 ma m yo video herdai chhu, after 10 years I'll be back here I hope the goal I've decided to achieve will definitely be there in 2091 thank you so much for your information ❤",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Video on bureaucracy in nepal👍,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
मैले यो कमेन्ट छाडेको छु । म नेपालमै बसेर केहि गर्नेछु मेरो परिवारको लागि ❤ । अब केहि बर्षपछि यो विडियो र कमेन्टको सम्झनाको लागि #nepal,Anti-Migration,Family Obligation,Collectivist-Family,Pragmatic
Leaving this shit,Pro-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic
भाइले भिडियो को अन्तयतिर भनेको भनाईले सारै भावुक बनायो र आशआदी पनि बनायो,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ma jun kuraley nepal bsnw chahanxu tei kura tapaile bhnubhayo❤.<br>Asa xa ekdin maile bidesh batw  bhitraye ko dollar ley mro desh kai naharaos rw rahirahos❤😢.,Pro-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Pls make video about IT sector,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nice deshmai kai garna parxa vanni sooch xa but economically struggling family,Neutral/Observation,Family Obligation,Collectivist-Family,Despairing/Sad
Aako vedio man bata man paryo,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
One video 100 knowledge,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Feri Nepal aau (yaha dherai job pauna milxa aba ) 👍👍👍😍😍,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"एउटै मन कतिपटक जित्छौ भाई यार॥<br>सबै ठीक छ । “भौतिक सुविधाको मात्र पछि लागेर मात्र जीन्दगीमा शान्ति मिल्दैन” भन्ने कुरो थपिदिएको भए सुनमा सुगन्ध हुनेथियो। अनि नेपालमा IT मात्र होइन, tourism business मा पनि राम्रो सम्भावना छ है॥",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
mero ni abo 12 sake xi plan tei thiyo tara plan change garum jasto lago ❤️,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Euta major factor chai Health security pani ho. Loan, emi ani basic expenses ramrari afford garna nasakeko bela it's certainly hard to afford  major health issue to any of the family members.",Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
