comment_id,comment,source_channel,source_file,script,language,word_count,emoji_count,route_reason,substantive_hit
ba36fae7f9e4,Yo video banau na dheelo garnu vayo daju 💔,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,8,1,praise_short(hits=1),
fe46c03d8eac,Should have made this video way before 🙃,IDS,Regular_video_comments_Filtered,latin,english,7,1,praise_short(hits=1),
ce654506a954,ashabadi hunu nai ramro ho! aaileko samay ma...,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,8,0,praise_short(hits=1),
279de7a74e2a,No thanks we are good in Nepal,IDS,Regular_video_comments_Filtered,latin,english,7,0,praise_short(hits=2),
aca9cdf76785,😂😂😢 not good,IDS,Regular_video_comments_Filtered,latin,english,2,3,praise_short(hits=1),
41a7df5fee72,KEEP MAKING VIDEOS !!!!!! ⚽️⚽️⚽️🎮🎮,Thaha Research,Thaha_Research_Filtered,latin,english,3,5,praise_short(hits=1),
594395c73cf2,So valuable content dai thanks ❤,Thaha Research,Thaha_Research_Filtered,roman_nepali,nepali,5,1,praise_short(hits=2),
494dd64453f6,Amazing content brother 🔥🔥🔥🔥,Thaha Research,Thaha_Research_Filtered,latin,english,3,4,praise_short(hits=2),
6ee455126d2b,Excellent explanation,Thaha Research,Thaha_Research_Filtered,latin,english,2,0,praise_short(hits=1),
717c7cb5c29a,सारै राम्रो बिचार धारणा बाबुको।😢😢😢😢🙏🙏🙏🙏🇳🇵🇳🇵🇳🇵🇳🇵,Thaha Research,Thaha_Research_Filtered,devanagari,nepali,5,16,praise_short(hits=1),
c8d86db109b2,All the Best,Thaha Research,Thaha_Research_Filtered,latin,english,3,0,praise_short(hits=1),
9c5bf9178b9b,सहि हो,Thaha Research,Thaha_Research_Filtered,devanagari,nepali,2,0,praise_short(hits=1),
1e37fe1431cf,Very worth full video❤❤❤🎉,Thaha Research,Thaha_Research_Filtered,latin,english,4,4,praise_short(hits=1),
48b5aa1e4564,Dai hjur ley jastai video banauna kaha sikney?,Thaha Research,Thaha_Research_Filtered,roman_nepali,nepali,8,0,praise_short(hits=1),
25bf25228c8c,❤❤❤❤ weldone brother,Thaha Research,Thaha_Research_Filtered,latin,english,2,4,praise_short(hits=1),
29f29c7a56d0,Very rare content dai loved it,Thaha Research,Thaha_Research_Filtered,roman_nepali,nepali,6,0,praise_short(hits=1),
4e75401988e7,Good Choice.. No hope here,Thaha Research,Thaha_Research_Filtered,latin,english,5,0,praise_short(hits=1),
ff2a405b5284,ekdam ramro content 👌👌,Thaha Research,Thaha_Research_Filtered,roman_nepali,nepali,3,2,praise_short(hits=2),
632505056a29,Nice topic based on true story ❤,Thaha Research,Thaha_Research_Filtered,latin,english,6,1,praise_short(hits=1),
4cc6cb0f4954,🎉🎉🎉keep it up,Thaha Research,Thaha_Research_Filtered,latin,english,3,3,praise_short(hits=1),
d6deaf9c80e3,"You’re Rising,keep going ❤🎉",Thaha Research,Thaha_Research_Filtered,latin,english,5,2,praise_short(hits=2),
faec7e3c4a66,Malai ta video herera jhan tanab vo 😢😢😢😢,Thaha Research,Thaha_Research_Filtered,roman_nepali,nepali,7,4,praise_short(hits=1),
64ca63523ec5,W vid🎉🎉🎉,Thaha Research,Thaha_Research_Filtered,latin,english,2,3,praise_short(hits=2),
21af476bed7c,Keep it bro <br>new knowledge are unlocked,Thaha Research,Thaha_Research_Filtered,latin,english,7,0,praise_short(hits=1),
a00f337c1b02,Content overlap nagarao hai...<br>Unsuscribed vaiyela hai....,Thaha Research,Thaha_Research_Filtered,roman_nepali,nepali,7,0,praise_short(hits=1),
184c984e9dea,Ps subscribe and support these type of channels.,Thaha Research,Thaha_Research_Filtered,latin,english,8,0,praise_short(hits=1),
c242c7f704ab,Keep it up 💪👍❤,Thaha Research,Thaha_Research_Filtered,latin,english,3,3,praise_short(hits=1),
6fafaca32f97,Keep it bro your videos is really nice ❤❤,Thaha Research,Thaha_Research_Filtered,latin,english,8,2,praise_short(hits=2),
35eff5be2261,kasaile banaideyoss jasto lagthyoo yoo video 🙏,The Nepali Comment,Illegal_Migration_Filtered,roman_nepali,nepali,6,1,praise_short(hits=1),
6abe47ca08da,amazing video. subscribed.,The Nepali Comment,Illegal_Migration_Filtered,latin,english,3,0,praise_short(hits=3),
d1a32b34c526,Very beautiful❤❤❤❤,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,4,praise_short(hits=1),
19e53ec6e216,Thank you so much dada for this information.,The Nepali Comment,Illegal_Migration_Filtered,latin,english,8,0,praise_short(hits=1),
ee8040799e5c,Respect Brother,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=1),
a39ce7f0b8c9,Thanks the Nepali comment 💕❤,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,2,praise_short(hits=1),
207d16146b56,Sahi kura garnu bhayo brother,The Nepali Comment,Illegal_Migration_Filtered,roman_nepali,nepali,5,0,praise_short(hits=1),
888d9b33772e,Such a great content,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,0,praise_short(hits=2),
51a56a2a2da1,Nice research topic,The Nepali Comment,Illegal_Migration_Filtered,latin,english,3,0,praise_short(hits=1),
251fda44d3a8,Well done!!,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=1),
b5791d479dd5,Brother u r great 🙏🙏🙏,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,3,praise_short(hits=1),
058ccce13248,Thank you so much❤️🙏,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,2,praise_short(hits=1),
74fcf01b86f6,big fan✋,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,1,praise_short(hits=1),
8fe27217ecfa,Ramro jaankaari,The Nepali Comment,Illegal_Migration_Filtered,roman_nepali,nepali,2,0,praise_short(hits=1),
ca31175d7117,Good information,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=1),
aca271772d85,You are the best😊,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,1,praise_short(hits=1),
8c412fa9a5fa,Wow what a content brother...❤️‍🔥❤️‍🔥❤️‍🔥,The Nepali Comment,Illegal_Migration_Filtered,latin,english,5,6,praise_short(hits=2),
2fe214af531d,Kuddoss to such qualities content!!!,The Nepali Comment,Illegal_Migration_Filtered,latin,english,5,0,praise_short(hits=1),
00cfb1e42695,i wished the video to be abit longer.,The Nepali Comment,Illegal_Migration_Filtered,latin,english,8,0,praise_short(hits=1),
b902bfa2ce42,Best channel,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=1),
be6ba913e617,Wow just amazing eye opening video,The Nepali Comment,Illegal_Migration_Filtered,latin,english,6,0,praise_short(hits=3),
91eb054bb49f,Thumbs up for the video,The Nepali Comment,Illegal_Migration_Filtered,latin,english,5,0,praise_short(hits=1),
cd71c8e0166a,Nice bhai,The Nepali Comment,Illegal_Migration_Filtered,roman_nepali,nepali,2,0,praise_short(hits=1),
d1fee4985540,Lovely info. Keep it up bro,The Nepali Comment,Illegal_Migration_Filtered,latin,english,6,0,praise_short(hits=2),
cefa4db40081,You are amazing brother . love your videos.,The Nepali Comment,Illegal_Migration_Filtered,latin,english,7,0,praise_short(hits=2),
acd3c145d0c9,Big fan😇 Congratulations 🎉👏 for the 90k...😁💕,The Nepali Comment,Illegal_Migration_Filtered,latin,english,6,5,praise_short(hits=2),
55428dfb4589,Dai you are so talented. love your content..,The Nepali Comment,Illegal_Migration_Filtered,roman_nepali,nepali,8,0,praise_short(hits=2),
6e3be4ea6de0,Nice video,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,generic_reaction,
3bdd09279869,Nice topic,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=1),
82037b98911c,Quality content at it&#39;s peak💗,The Nepali Comment,Illegal_Migration_Filtered,latin,english,6,1,praise_short(hits=1),
cdf76f8b08bd,Good message,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=1),
3aa831b085a1,Thank you soo much dai for this documentry😊,The Nepali Comment,Illegal_Migration_Filtered,roman_nepali,nepali,8,1,praise_short(hits=1),
40fc18c1aa8d,Great message brother to all viewers ♥️♥️,The Nepali Comment,Illegal_Migration_Filtered,latin,english,6,2,praise_short(hits=1),
151b61d0a536,Such a great content.,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,0,praise_short(hits=2),
30df71291ded,Love the new background!,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,0,praise_short(hits=1),
d5a2ff3b7ea3,Huge respect 🫡,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,1,praise_short(hits=1),
d3e546b7d7fa,Thank you😊😊😊,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,3,praise_short(hits=1),
1139a85a538f,Another quality content❤,The Nepali Comment,Illegal_Migration_Filtered,latin,english,3,1,praise_short(hits=1),
9be418c938a8,"awesome, what’s your name? 🙏",The Nepali Comment,Illegal_Migration_Filtered,latin,english,5,1,praise_short(hits=1),
60db848cb0fe,Content always OP 🔥❣️🇳🇵 Love You Brother,The Nepali Comment,Illegal_Migration_Filtered,latin,english,6,4,praise_short(hits=2),
b9a4192fecb2,Qualtiy content,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=1),
d09d8ff0c362,"Great content, keep it up ❤️",The Nepali Comment,Illegal_Migration_Filtered,latin,english,5,1,praise_short(hits=3),
2f8c8c16630d,This is fire 🔥,The Nepali Comment,Illegal_Migration_Filtered,latin,english,3,1,praise_short(hits=1),
3e33a2850bea,Love this channel ❤️,The Nepali Comment,Illegal_Migration_Filtered,latin,english,3,1,praise_short(hits=1),
a38c5134b24d,"Awesome content as usual. Keep going, Dipesh Bro!",The Nepali Comment,Illegal_Migration_Filtered,latin,english,8,0,praise_short(hits=4),
9c059b111dc6,Nice content 👌,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,1,praise_short(hits=2),
13cfa7612125,Ekdum ramro video,The Nepali Comment,Illegal_Migration_Filtered,roman_nepali,nepali,3,0,praise_short(hits=2),
98859862de9e,another amaing vid,The Nepali Comment,Illegal_Migration_Filtered,latin,english,3,0,praise_short(hits=1),
054bf2303c7d,Great content.,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=2),
68a24c07b53e,Thanks for such informative video❣️,The Nepali Comment,Illegal_Migration_Filtered,latin,english,5,1,praise_short(hits=3),
2b124602c44e,Awesome video with great information,The Nepali Comment,Illegal_Migration_Filtered,latin,english,5,0,praise_short(hits=3),
3294cf4c7770,This is what quality content means.,The Nepali Comment,Illegal_Migration_Filtered,latin,english,6,0,praise_short(hits=1),
0e79857e534d,Good content,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=2),
