comment_id,comment,source_channel,source_file,script,language,word_count,emoji_count,route_reason,substantive_hit
4c2d89a35039,One of the few educational and entertaining nepali channal🙌❤️‍🔥❤️‍🔥,IDS,IDS_migration_old_podcast_Filtered,latin,english,9,5,kept_default,
f24226e363eb,who was the speaker? not mentioned anywhere,IDS,IDS_migration_old_podcast_Filtered,latin,english,7,0,kept_default,
65daeb350bb8,"Something about brain drain I found <a href=""https://www.youtube.com/watch?v=YAUG-cNP-nM"">https://youtu.be/YAUG-cNP-nM?si=dq1nkDgmU2z3fxVy</a>",IDS,IDS_migration_old_podcast_Filtered,latin,english,6,0,kept_default,
c84a62016ebf,"<a href=""https://www.youtube.com/watch?v=_t2MyMVqddw&amp;t=162"">2:42</a> hits different 😢",IDS,IDS_migration_old_podcast_Filtered,latin,english,4,1,kept_default,
abfd9003b912,This is such a sad reality and I can&#39;t do anything :( .,IDS,IDS_migration_old_podcast_Filtered,latin,english,12,0,kept_default,
e667e1d3939b,You cannot contain youths but you can certainly take advantages of brain drain by coming up with new policies that can utilize the youths and their skills/knowledge,IDS,IDS_migration_old_podcast_Filtered,latin,english,28,0,substantive_keyword,dv
09b8c64b3be5,I proud I left nepal early age and got abroad citizenship….. don’t waste your Time in nepal if you belong from mid class family,IDS,IDS_migration_old_podcast_Filtered,latin,english,25,0,substantive_keyword,abroad
e618568e5fed,"Honestly not only unemployment but it&#39;s like an interest of common people to go to foreign countries. Students want to go there for their better future. Our thinking is that we would be able to earn ourselves and live the way we want, no-one would be actually judging us. We aren&#39;t thinking far. But we aren&#39;t wrong here, situation makes us think so. Even our parents nowadays motivating us to try abroad like why? it&#39;s exactly because of &quot;what after education&quot;. unemployment is one thing and other thing is lack of job security in private sector. Our future isn&#39;t secure so what&#39;s the option? OfCourse abroad",IDS,IDS_migration_old_podcast_Filtered,latin,english,113,0,substantive_keyword,abroad
003bdfbc74a4,"Nepal cannot compete with India and China in terms of being a service provider or a manufacturing hub. We need to focus on our strengths to create jobs, which are agriculture and tourism. Focus on adventure tourism, create better experiences for tourists and grow things that we can export. Look at small developed countries as case studies to see how they focus on their strengths to develop. But in the end it all comes down to political stability and leaders who are good in geopolitics.",IDS,IDS_migration_old_podcast_Filtered,latin,english,85,0,substantive_keyword,pr
6bb66145c32a,Dubai is not a country..,IDS,IDS_migration_old_podcast_Filtered,latin,english,5,0,substantive_keyword,dubai
d9fbb0d4d463,आफ्नो देश  नेताले   बिगारे भनेर अझै उनीहरुलाई  मोज गर्न दिएर  आफू  विदेश   तिर गएर दुःख गर्न बुद्धिमानी कि ? युवा भएर  देश बिगार्ने ती नेता लाई  श्रीलङ्का  मा ती भ्रष्ट नेतालाई  खेदे जसरी खेदेर आफ्नै देशमा सुख सुविधा खोज्नु कुन बुद्धिमानी ?  चेतना भया 👍👍👍👍👍👍👍👍👍👍👍👍👍,IDS,IDS_migration_old_podcast_Filtered,devanagari,nepali,42,13,substantive_keyword,देश
6aa8143a0367,Mero gau ma pani 4 ota pipal ko bot cha,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,10,0,kept_default,
b5d9bc870c72,"When I was a kid, I had a vigorous desire to bring change into the country. The first time I heard about brain drain, I was mad furious. Gradually, I&#39;ve come to understand the situation more and more, which certainly is fading my determination of changing Nepal. It&#39;s sorrowful what reality does to people.",IDS,IDS_migration_old_podcast_Filtered,latin,english,56,0,kept_default,
49331253038a,This podcast is good but it can be better if you included the overcoming points of brain drain . How can we overcome this major problem ? Which plans to be taken to overcome this.,IDS,IDS_migration_old_podcast_Filtered,latin,english,33,0,substantive_keyword,pr
8976e4121e2b,If youth don&#39;t make change then who would make. America developed xa kina ki tyaha ko citizens le america lai develop gareka hunx .. desh ma kei xain i agree but desh ma kei xain vanne yo sabai ko responsibility ho ki desh ma kei garnu paryo xodera janu is not a solution. If hami le garena vanne kasle garx ..garne vaye hunz natra hudaina .afno astitwa jogaunu xa vanne desh ma kei gara .. ma tw yahi kei na kei garxu. 🙂🇳🇵,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,81,3,substantive_keyword,janu
259d3728d6b4,"Nepal sarkhar ko pragattii vanekoo nai , nepalii lae bedesh pathau neh hoo .... 😢 ...  111 <a href=""http://www.youtube.com/results?search_query=%23nepalrevolution"">#nepalrevolution</a>",IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,13,1,substantive_keyword,pr
0d652a9cf176,"Aujha puranai neta haru Lai choose garau dherai ramro hunexa 😢😢😢😢<br><br><a href=""http://www.youtube.com/results?search_query=%23aamale"">#Aamale</a> <a href=""http://www.youtube.com/results?search_query=%23kongrees"">#kongrees</a> <a href=""http://www.youtube.com/results?search_query=%23mawobadi"">#mawobadi</a> sabai <a href=""http://www.youtube.com/results?search_query=%23bhastachari"">#Bhastachari</a> party Hun Sabailai <a href=""http://www.youtube.com/results?search_query=%23bahiskar"">#bahiskar</a> garau 🙏🙏🙏🙏",IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,15,8,substantive_keyword,neta
eb2e20588366,Vai suni sakeko kura feri pani repost nagarana hau mujieee  chai vannu.. wait for reply of it 🤣,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,17,1,kept_default,
72bdc103496d,"I hope this comment finds you well. I&#39;ve been an avid viewer of your YouTube channel&#39;s in-depth story, and I&#39;m continually impressed by the informative and engaging content you produce. Your ability to shed light on complex topics in an easy-to-understand manner is remarkable.<br><br>I&#39;ve been doing extensive research lately on network marketing scams, and it&#39;s alarming to see how many people fall victim to these fraudulent schemes. Given your expertise in creating informative and eye-opening content, I thought it might be a fantastic idea to collaborate on a video that exposes the inner workings of these scams and provides viewers with the knowledge they need to protect themselves<br> <br>Hope your team will go through it.",IDS,IDS_migration_old_podcast_Filtered,latin,english,125,0,substantive_keyword,pr
44ec31881ca4,staying in nepal means no progress and cant but a car due to high  prices even with 10 years of saving what is benefit of studying in collages where teachers dont like to teach and whole collage is drowing in politics so 1st choice fly away and never return,IDS,IDS_migration_old_podcast_Filtered,latin,english,49,0,substantive_keyword,pr
84dbaf6d8659,And I&#39;m proud of being Nepali 😂😂,IDS,IDS_migration_old_podcast_Filtered,latin,english,7,2,substantive_keyword,pr
6884ed77204e,"The main motivation of people going out of country is the political instability, if we get a right person on power like Balen, this trend will change on no time. <br>We need to vote to right people.<br>So as a youtuber, what we can do is give a brief about every candidate in next election so everyone knows who is good, who can make better change on the current situation.",IDS,IDS_migration_old_podcast_Filtered,latin,english,70,0,kept_default,
44572f75b20e,Neta haru ley bujhna parni kuro ho yo,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,8,0,substantive_keyword,neta
fe2e5b6718f1,"<a href=""http://www.youtube.com/results?search_query=%23correction"">#correction</a> - 3 crore is 30 million<br>you are welcome 🤌",IDS,IDS_migration_old_podcast_Filtered,latin,english,8,1,kept_default,
4bd81e52ae66,"Nowday&#39;s teacher&#39;s also recommend us to go out of the country nd not to stay in Nepal, if you&#39;re getting opportunity of good jobs nd higher studies go out of country nd tells us they&#39;re regretting to stay in Nepal. Nd two teachers already left with the their whole family ...",IDS,IDS_migration_old_podcast_Filtered,latin,english,54,0,substantive_keyword,family
86083c42c325,"How can 3 million be 3 crore ?? When 1 million is equivalent to 10 lakh ??? Stop giving false information, if you mean we have 3 crore population it should be 30 million not 3 million !!! With such kinda videos you  are making a joke or yourself all over the world and bringing shame to all the Nepalese,shame on you 🤬",IDS,IDS_migration_old_podcast_Filtered,latin,english,60,1,kept_default,
a9a150f46aa2,We are going abroad cuz aru desh ko falako allu nikalna matra ho…lakh lakh halaraw padyo last ma bahira gayaraw allu khanni arabi haru basni ghar banauni…thau ma tyo padni paisa halako vaya aila sauu vayaraw basthya,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,39,0,substantive_keyword,abroad
d6fb51beeb5b,And I’m too listening from Maldives 🇲🇻,IDS,IDS_migration_old_podcast_Filtered,latin,english,7,2,kept_default,
1d87bda9ea4d,"<a href=""https://www.youtube.com/watch?v=_t2MyMVqddw&amp;t=74"">1:14</a> 😢",IDS,IDS_migration_old_podcast_Filtered,other,other,2,1,kept_default,
89ff8af07557,As a +2 students who wants to study in my own country and contribute for the nation this makes me feel sad and worried about my own future as well as the nations future 😢,IDS,IDS_migration_old_podcast_Filtered,latin,english,34,1,substantive_keyword,future
c59f52382653,"Ma +2 sakiye sakda mero dherai sathi haru Australia lai try gare, maile ni gare. Property ko jhamela le process hault vayo. Tespachhi halka jagar lagayera soch banaye ki Nepal mai padhchu baschhu and kei business kholchhu. Ma 20 years ko thiye. Reality ma vanda imagination ma jiudai rahechhu jun kura aafulai nai thaha thiyena. Hillside tira hotel kholchhu ki euta motorcycle showeoom kholchhu, dhukka le paisa kamaihalchhu vanne aasha ra jagar thiyo. Bachelor gardai garda dherai sathi harule bich bich mai Australia gaye. Koi koi chai Japan ni gaye. Antya ma Bachelor ni sakiyo ra aafu sanga 14k ko job bahek kehi thiyena haat ma. Tesle jiwan chalne thiyena. Jiwan ko kura chhodum tyo samaye ko eklo huda ko kharcha ni tarnu garo vayo. Tespachhi aayo corona. Tyaha samma aauda situation yeti garo vaisakeko thiyo ki Nepal basera napugne Australia jana nasakne vayo. So tyo bela ali popularity gain gardai aairaheko desh Croatia ko barema sunna thale. Interesting lagyo. Kei major cvs nachahine ani dherai lagani pani nachahine vayera aafno luck yetai try gare. Ra sabai process pura garera yaha aaye. Aile 2 barsha vayo. Suru ma aauda eklai thiyo company ma. Nyasro lagthyo. Ek barsha jasto vayepachhi company le ajhai Nepali haru lyaune vane pachhi maile aafno aafanta ra chineko sathiharulai kaam offer gare. Aile 4 jana plus 2 jana feri aaudai chhan. Kamai dherai chhaina tara company le sabai subidha diyera 1 lakh jati kamai hunchha. Aafno sathi bhai ra kei aafanta haru ni sangai chhan. So aba yo sabai huda ma Nepal kina farkine? Tei andhakar ra kalpana ma matra dubna? Malai Nepal ko maya chha tara tyo maya le mero jiwan ramro sanga chalchha ra? Hola Nepal ma ni opportunity haru tara ma jasto middle class family ko ghar herne euta matra income source le aafu ani pariwar sukha sanga rakhna sakla ra? Dherai high profile nahola tara Croatia ko salary le mero ghar ko pariwar haru aananda le khusi sanga basna pako chha. Malai future ko chinta chhaina. So ma kina Nepal farkine? Now I understand what do you mean by manchhe haru bidesh gairako chhaina, desh chhodidako chhan. Ma pani tei madhye euta hu. Jay Nepal, mero Nepal jindabaad tara sayed maile Europe lai nai aafno future sumpiye.",IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,375,0,substantive_keyword,bidesh
3b80320a9d77,&quot;Bolna sakne Lai baira pathaide nasakne Lai yehi rakh.&quot; Well said .,IDS,IDS_migration_old_podcast_Filtered,latin,english,11,0,kept_default,
d2ccc68903c0,&quot;One of the penalties for refusing to participate in politics is that you end up being governed by your inferiors.&quot; — Plato,IDS,IDS_migration_old_podcast_Filtered,latin,english,21,0,kept_default,
0cbd53461744,Whats more depressing is <br>Even hamro ekdam close one I cannot convince them,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,13,0,substantive_keyword,pr
e75b127701df,"I feel sad and helpless. I don’t believe in god but god please save my country 😢, ma parye pani mero desh bachi rahosh  🫡",IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,24,2,substantive_keyword,desh
983c0d3b7559,Most effective plan is to leave country and settle down there. 😢,IDS,IDS_migration_old_podcast_Filtered,latin,english,11,1,kept_default,
0fa6d303f7c4,"Nepal ma bauko sampati cha vane matra basne ho ,, natra kta ho, bidesh gaihaal.",IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,14,0,substantive_keyword,bidesh
1f8c86d31a3f,सर नेपालमा भोक मरीमा लाग्न लाई सकेयो  यस्मा कोसैकोनी ध्यान गको छैन मनिसको एक महिनाको तलबले आफ्नो खर्च टर्दैन झन परिवार कसरी पाल्ने सामान को मुल्य बढेर आकास छुन लाई सकेयो सर यो बारेमा एउटा भिडियो बनाउनु परेयो plz.😥🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,IDS,IDS_migration_old_podcast_Filtered,code_mixed,nepali_english,39,14,substantive_keyword,परिवार
cca20793d374,"They are not migrating, they are fleeing.",IDS,IDS_migration_old_podcast_Filtered,latin,english,7,0,kept_default,
a7c48a864865,nepal ma basnu wa bidesh bata farkera nepal  aaunu nai galti hooo. huge mistake,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,14,0,substantive_keyword,bidesh
c05bf61e111d,Me watching from canada😎,IDS,IDS_migration_old_podcast_Filtered,latin,english,4,1,substantive_keyword,canada
5f23e3cae4de,"sir , please make a video on ongoing private school strikes.",IDS,IDS_migration_old_podcast_Filtered,latin,english,10,0,substantive_keyword,pr
0f6f8d366506,"It is very sad that nepali youngsters are leaving Nepal and Indian are taking nepali citizenship. If it keeps on going on very soon there will be no Nepal in world map😢😢😢😢 you can’t find any happiness in this world. Just find peace inside you. Everything is inside us, don’t just follow money, cars house. Try to find happiness. I realise this recently n finding peace inside me. If 10%of educated ppl r like balen sir, soon nepal will become Switzerland. So stay positive n think positive. Jai balen sir",IDS,IDS_migration_old_podcast_Filtered,latin,english,93,4,substantive_keyword,india
59d94d6d88a4,Yo editor dai chai rit ma padnu hunxa pune ma,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,10,0,kept_default,
171c2c6a7276,Timi po content banayera safal vayeu ta ani kai na hune haru jane ta ho ni bihera,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,17,0,substantive_keyword,jane
c5abfd36944d,class 1 ranker is leaving the country?<br><br>what the fuck I&#39;m doing here?<br><br>it&#39;s suck,IDS,IDS_migration_old_podcast_Filtered,latin,english,17,0,kept_default,
d59adc623108,Its a bitter reality of REPUBLIC Nepal! How far do we go with this reality?? very awful!,IDS,IDS_migration_old_podcast_Filtered,latin,english,17,0,kept_default,
2b93a89caae5,Daju  nepal ko ancient architect ko bare ma vidio banaununa please 😢<br><br><br>Khathmandau ko ghar haru ko technology haru ko khash gari,IDS,IDS_migration_old_podcast_Filtered,latin,english,21,1,substantive_keyword,ghar
aadbbc36d2da,TU ko ta yo halat xa. AFU jasto manxe lai patto nai na vako uni ma K hola.,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,18,0,kept_default,
0cca70813bec,नेपाल लाई इंडिया बनाउन लागेको हो।,IDS,IDS_migration_old_podcast_Filtered,devanagari,nepali,6,0,kept_default,
e718e259902b,payra port bangladesh  le nepal lai deko barema ni bhujaunu na tes bata huney adv and dis \\\,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,17,0,substantive_keyword,dv
d64daba878d7,नेपालीहरु विदेश गैरका छैनन् देश छोडिरका छन् । Exactly यस्तै भइरको छ ।,IDS,IDS_migration_old_podcast_Filtered,code_mixed,nepali_english,13,0,substantive_keyword,देश
6229d6bc41ea,"Everything has it’s time and cycle everyone is going aboard ok who have pr and green card they will remain in aboard and rest of others are mostly going as worker in gulf, malaysia, etc type country most of the country are facing economic issue now days and mostly after some years 50-100 years gulf will be out of oil and they aslo face some economic issue as vast now and our nepali brother will have to back in homeland and then the situation will be more wrost and everyone is not rich to affoard big country mostly today our country is stable in remittances and after some 50-100 years this will be became a disaster even many brother are facings low wages and job issues in gulf countries now days. How many of us will get chance to go usa Canada Australian some lakhs peoples only and mostly students didn’t send that much money like others which create more remittances. Already they took too much loans and stuff some years they will need to settle themselves and after they invest money in foreign for living there. We are so relabing in foreign one day that’s immigration will be stopped or low  and It’s will make a disasters. I am not saying not go to foreign am just saying our government create such a situation for us to go aboard and we also want make a good healthy and wealthy life but we are making a virus inself slowly which will surely create a huge economic revolution in future. If hope new leadears and youths will come in power take nation to another way so we can independence on toursim, electricity and local production.",IDS,IDS_migration_old_podcast_Filtered,latin,english,290,0,substantive_keyword,pr
bdad925c357f,30 million i guess ? Not 3 million 😅<br>1 million bhaneko 10 lakhs right?,IDS,IDS_migration_old_podcast_Filtered,latin,english,13,1,kept_default,
b175e3507dde,Sir Nepali bol nu garo vako sir lai,IDS,IDS_migration_old_podcast_Filtered,latin,english,8,0,kept_default,
8d4d7ecb0c77,Slowly the people of Nepal are leave country and the country will be empty😢😞,IDS,IDS_migration_old_podcast_Filtered,latin,english,14,2,kept_default,
fd1bc94f10fa,"If you cant change the country,chang The Country.<br>Age average ma 65+ huncha, 20 barsa padiyo yeta uti vayo gayo, (ma chai yehi bachelor gardai ch),  Padisakey pachi ne life set huney khalko job chai unless you are corrupted, lifestyle ekdam low cha, yei mehenat uta garda thikai lifestyle huncha vaney kasley desh desh vanera bascha, job ko lagi ali ramro ma chirna power chaincha ki Highly Deserving huna paryo. Change the country is for us, kati desh vanera basnu. Engineering sakesi gaiyincha bidesh baru.",IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,86,0,substantive_keyword,bidesh
32e6d5a904e5,Voice ta suneko thia..aba face pani dekhna paiyo..katainbatoma vetda kura garamla vai sanga..😎👍,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,15,2,kept_default,
7c4c4fa4a5ee,its all beacaue of indian who are not giving first preference to nepalese... they are buying everything from india and don´t use nepalese product...i dont see indians in bhat bhateni...,IDS,IDS_migration_old_podcast_Filtered,latin,english,32,0,substantive_keyword,pr
a1a9b3ffd013,Thyakai vagi raheko xa chor daka lakhetna nasakne ani surakxya ma bachna chahane hami nai hau,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,16,0,kept_default,
21c9f0538a5f,3 crore would equal to 30 million and thank you for the statistical data about other facts,IDS,IDS_migration_old_podcast_Filtered,latin,english,17,0,kept_default,
b2cbafffabbc,"The government must stop, specially students.",IDS,IDS_migration_old_podcast_Filtered,latin,english,6,0,substantive_keyword,student
64908029c43b,Tension banai deyo yrr kura sunera nai😢,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,7,1,kept_default,
f43c36d4acaa,Jaba ma sano thi taba lagthyo afno desh chodera janchan ma mero desh lai maya grxu but jaba thulo vaiyo jaba responsibility aaiyo jaba future ayo ani nepal ma k hi hun skena ani aba bidesh jana man lagdai aayo 😢😢,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,40,2,substantive_keyword,bidesh
68ae8b18e0b1,raja la janata marako thya neta haru la desh na khaideya worst bhayo Nepal Maobadi Congress Yamale ko raaj bata,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,20,0,substantive_keyword,desh
064a3be8f052,"Nothing wrong with Nepali going Bahira .. Not even big deal.. <br>Nepal need enough capitalism, skilled resource, knowledge, good culture to compete with the rest of the world .. world of diasporas are common culture around the world, this is how generations perceives new world, it’s not us then upcoming generation.. we are already so much late behind first world countries .. but why would anyone think his stupid talks going to pay that cost … <br>Important issues supposed to be how to bring skilled manpower in Nepal, prosper business opportunities, beauty and culture of Nepal .. etc..",IDS,IDS_migration_old_podcast_Filtered,latin,english,94,0,substantive_keyword,pr
ae89c8cca147,"But, does this video content gonna work to specific person for change?    NEVER",IDS,IDS_migration_old_podcast_Filtered,latin,english,13,0,substantive_keyword,work
27e4fa87ac52,k vannu ra dai <br>ya neta vanda pani janta khattam ho,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,11,0,substantive_keyword,neta
830f41ec5b0b,Nepal ma basne vaneko 3 jana matra ho.<br>1  Sargari job garera ghuss khana manche.<br>2 Poltical power misuse garera business garne manche.<br>3. Bau ko Tanna paisa vayera basi basi khana pugne manche.<br><br>Baki tapai hami nepali vaneko dhilo chado desh choderai jane ho. There is 0 opportunity and 101 challenged in nepal if you want to do anything good.,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,61,0,substantive_keyword,basne
5838bf681f28,"Fun ak side tira xa rw geyan ak tira xa nepal ma yesto content banauna yt chanala 5/6 wota matrai <a href=""http://hola.love/"">hola.love</a> you bro from sankhawasava.keep it up✌️",IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,30,1,kept_default,
51fb43ebe012,Abo India ma pani estai cha halat,IDS,IDS_migration_old_podcast_Filtered,roman_nepali,nepali,7,0,substantive_keyword,india
cca8f90fbbed,Thanku for your hard work and kind of information <br><br>aru kai help garna naskeyni hajur ko channel ma ayako Ad full time watch gardinxu ❤️<br>thanks again,IDS,IDS_migration_old_podcast_Filtered,latin,english,26,1,substantive_keyword,work
af0d7fc8334a,We are youths have to speak out of podcast as well same kind of advocate,IDS,IDS_migration_old_podcast_Filtered,latin,english,15,0,substantive_keyword,dv
e6c6a3bf3083,Me who is watching from bides 😂,IDS,IDS_migration_old_podcast_Filtered,latin,english,6,1,kept_default,
949075c8b177,Wow! it&#39;s one of a sucessful achievement of Gaadtantra Nepal.,IDS,IDS_migration_old_podcast_Filtered,latin,english,11,0,kept_default,
5c16e96752d3,This is sad 😔😔😔😔.<br>Garne k ta ?,IDS,IDS_migration_old_podcast_Filtered,latin,english,6,4,kept_default,
685b2775a27c,"3 Million is not 3 crore, I don&#39;t know how you&#39;ll correct this lol.",IDS,IDS_migration_old_podcast_Filtered,latin,english,16,0,kept_default,
