"comment","intent","primary_driver","value_orientation","affect"
"This is a serious topic which should be noticed by Nepal government and implement strict rules against those agents","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"As knowing The world is everyone&#39;s home, and it should be easy for everyone to visit any country.","Pro-Migration","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Sir ko kura thik ho tarw kina j jasto vayeni ki pariwar kai lai yo risk ni sano lagcha ra bhabisay sabreyre la vanney huncha","Neutral/Observation","Family Obligation","Collectivist-Family","Pragmatic"
"Good job  awarēness failaunu ramro ho","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Build your own country","Anti-Migration","Patriotism/Love","Collectivist-Nation","Pragmatic"
"If there was a functional  Nepali government  and intelligentsia, this documentary  would win the 1st prize in a competition!","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Panama jungle dengerious","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Ke jaanu paryyo ho , aaffeii garr , aaffnu thaawma garr","Anti-Migration","Patriotism/Love","Individualist-Self","Pragmatic"
"Hoina usa illegal tetro tirera jaanu chaae kina achamma 6 yrr😡😡😡","Neutral/Observation","Economic Necessity","Individualist-Self","Angry/Frustrated"
"Its in nepali 😢 i cnt understand it , i am indian . Ps Jai shree ram","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"amazing video. subscribed.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Authenticity of your data???","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Portugal ko alik research  pugena","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Sab pagal huun yetro paisa kharcha garera jada t . Jindagi nai gumauna parne 🙏 .","Neutral/Observation","Economic Necessity","Individualist-Self","Angry/Frustrated"
"K garnu mache ko jiwan ta ho dukha ra vok ley k k garauca","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"i am living  in portugal since 2015 ,i know how people came .i met a guy who came from Qatar walking here ,bro thats crazy.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"😮😮😮😮😮😮😮 <a href=""https://www.youtube.com/watch?v=0jcF4qkDR44&amp;t=177"">2:57</a> <a href=""https://www.youtube.com/watch?v=0jcF4qkDR44&amp;t=178"">2:58</a> <a href=""https://www.youtube.com/watch?v=0jcF4qkDR44&amp;t=178"">2:58</a> <a href=""https://www.youtube.com/watch?v=0jcF4qkDR44&amp;t=178"">2:58</a>","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"Very beautiful❤❤❤❤","Neutral/Observation","Patriotism/Love","Individualist-Self","Hopeful/Motivated"
"Bhai agent biswasilo paryo vane asari Hindera janu pardaina kunai kunai agent le scam gareko hunale alpatra pardiyeka hunxan ra asari januparxa mero najiko ko nadedar asari gayeko thiyo tara jungle jungle container ma janu parena by bus nai boarder par gareko gayeka thiye Aile us ma xan lagvak 5 years vayo ma vanxu batho manche hattakaatta manche le matra asari yo route gaye ramro","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"<a href=""https://www.youtube.com/watch?v=0jcF4qkDR44&amp;t=498"">8:18</a> this guy knows about Bhutanese refugees scams six months ago and there is nepal police who just barely start catching criminals.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Yo sab garaune vanya nepal ka chor neta haru ho","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"My uncle is on the way to US, the same way you mentioned. It&#39;s been 2 months already","Neutral/Observation","Economic Necessity","Collectivist-Family","Pragmatic"
"Thank you so much dada for this information.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Copy right awudaina dai aqru ko clip use grda","Neutral/Observation","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"information vedio","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Respect Brother","Neutral/Observation","Patriotism/Love","Individualist-Self","Hopeful/Motivated"
"Thanks the Nepali comment 💕❤","Neutral/Observation","Patriotism/Love","Individualist-Self","Hopeful/Motivated"
"Sahi kura garnu bhayo brother","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Bro portugal ma yeti bijok cha ki 1 barsa dekhi kaam na gari basna parya cha . Manche haru homeless vako chan","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"Nepal to USA<br>Detained and deported full story😢<br><br><a href=""https://www.youtube.com/watch?v=KBa87QNJ8VI"">https://youtu.be/KBa87QNJ8VI?si=LlEU0ywPEWwuwpqY</a>","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"Such a great content","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Was thinking of this some days ago and u did it like u read minds kudos","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"<a href=""https://www.youtube.com/watch?v=0jcF4qkDR44&amp;t=451"">7:31</a> (the cross sign) glitch in the matrix?","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Croatia 🇭🇷 is good","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"finally found nepali reporter as indian dhruv rathe❤❤ love it","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"यत्राे मेहेनत youtube मा गर्ने हो भने famous YouTuber भएर पछि घुम्न संसार भर भिसा लाग्छ अरु युद्ध भएको देश र भोकमरी लागेको देशको मान्छेकाे लागी त ठिकै हो यसरी जान तर हाम्रो देशमा त अहिले ज्यानको बाजी लगाएर जानु पर्ने गरी खानै नपाउने अवस्था त आएको छैन त हो।","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"ees<br>This is too much. When i heard about this and watched related documentries i was literally shocked.","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"that&#39;s why teacher says read properly madarchod","Neutral/Observation","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"Thukka mg nepal ko halt","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"True brother i reached malta leagl but when i tried to go portugal from malta i got cought by malta immigration and depoted to Nepal😢😢😢😢","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"What are the reasons for this kind of situation??","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Only channel who explains every detail abt a issue thoroughly without any biased analysis 🫡🫡🫡","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"यत्रो नेपाली बर्षेनी बाहिरीएर पनि जनसंख्या बढ्ने रोजगार नपाउने समस्याहरू भै राखेकै छ । कतै यसको कारण गैरकानुनि रूपमा नागरिकता वितरण त होईन?","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Nepal ko situation testai cha","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Nice research topic","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"कठै मेरो देश। Bhakkhar Aafno jiwan k ho bhanne bujhne umer huda dekhi nai Bidesh nai ho euta last option bhanera hamlai sikaincha... Hamro desh ko haalat yesto ghinlaagdo banaunu maa sarkar ra Nepali janta ko nai haat cha🫤 People would risk their life to leave this country rather than working their life out for the country... it&#39;s all because working for this country isn&#39;t worth it. Kaam garne manchey ko khutta taannna ta sarkar ni pachi na hatne desh maa gari khanchu bhanera kei kaam chaina","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Shree Ram was born in Nepal🇳🇵","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Pragmatic"
"great job bro <br>keep it up","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Eti dherai paisa ani risk liyera arko desh ma jaanu bhanda aafnai desh maa kei garne risk linuna business garnus . Ani tyasmaa xai safal hune chance ek damai high xa arka ko desh ma marna jaanu wa deport huna jaanu bhanda .<br><br>Pls yasari illegally arko deshmaa jaanu bhanda afnai desh ma basnus baru noon snga roti khayera bhaye pani aafno family snga ta basnu sanknu hunexa","Anti-Migration","Economic Necessity","Collectivist-Family","Pragmatic"
"Muji haru Lai janu parya xata Europe ani america, estai hunu prxa ramro vayo.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Ser aba k usa iligal  aru des ko manxe aaunu paudaenn r vedeo banaunn","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"good job...keep it up","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"You re doin nice job keep doing","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"A year ago I watched the documentary of Adam Yamaguchi . It just shook me. It is so terrifying","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"@thenepalicomment please make a vedio about worst place in USA (Most developed country of world) compare to nepal. How their own country is negaleting their own people and working/ helping other countries as USAID and other INGOs etc. Why they are doing so ? please make it clear all about this !<a href=""https://www.youtube.com/watch?v=lf_IaLAXQCA"">https://youtu.be/lf_IaLAXQCA</a>","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Bhutanese refugee are all almost US citizen now.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Heart wrenching 😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Well done!!","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Hamro Nepal ma yo vram cha ki, Nepal bahek aru desh(especially western countries)ma paisa khan-khani payincha! - Yo jhoot khabar, lack of good education le Nepali youth ko mind bigareerako cha: USA, UK, FRANCE, SPAIN, etc ma kasto SLUM, GARIBI, DISCRIMINATION, RACISM kasto daar lagdo cha vanne thaha chaina,.......aahile ko yug ma haat-haat ma mobile cha, Internet cha, afai research garnuhos, aru ko social media ma ramro photo daekera jealous vayera afno Swarga jasto desh chodera, afno matra navai, purai aaune naya NEPALI GENERATION KOI future lai harm nahos...JAI NEPAL! 🇳🇵","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Donkey process is foolishness......dont waste your money and life.....live in Nepal and develope Nepal ✌","Anti-Migration","Patriotism/Love","Collectivist-Nation","Pragmatic"
"Wow thanks of hidden info now we friends will try ....this hidden journey...n inform u when we will reach🙏🙏","Pro-Migration","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"I wouldn&#39;t suggest anyone to travel illegally. Nepal might be economically poor but testo asylum seek garnu parne chai situation chaina la! Think about your own life, think about your families but tbh  most importantly, Nepal KO bejat chai nagara. I don&#39;t want to see Nepal in blacklist of other countries.😤♥️","Anti-Migration","Patriotism/Love","Collectivist-Nation","Angry/Frustrated"
"Brother u r great 🙏🙏🙏","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"I am on the way brother","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Sunda daar lagdo, risky cha tarah afno better livelihood ko lagi yo risk easyily comepete garinxa jasto himmat aauxa ❤️","Pro-Migration","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"मन छोयो भाई तपाईको भिडीयोले","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"NRNA ko former president Kumar Panta ko story pani interesting cha… one of his relatives told me😅😂","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"I don’t want to be bias but must say that some Nepalese are like a flock of sheep. If they see one person succeeding doing something then they follow same path without acknowledging the hurdles. So, similarly if they see or know one person that crossed border and reached to USA or some other country they follow the same route without a a second thought. I’m in New York and I know maybe 50-60 people who followed the same path and have entered USA and earning ok . But it doesn’t mean that it will be the same for everyone. I feel really terrified hearing people getting sick on the way, getting rapped and what not. I don’t know what else to say 😢😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"USA ma ta guarantee nai hunxa jasto lagyo dukha pako suneko chaina kaile ni baru Portugal chai hola","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Sabai yo desh ko politician le garda ho..etro dukha garera, aafno jyan ko baaji rakhera tyo garnu vhanda baru Nepal ma aafno desh ma aandolan garnu ra yo buda bhrasta neta lai hataau..kasari huncha voting ko bela farka..ya thulo aandolan aba garna jaruri cha.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Grand salute bro u deserve huge appreciation","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Yeti dukha kasta garnu vanda tw nepal mai dukha struggle garnuhos ra thorai dherai paisa kamaunu hos. J jati x afu snga tehimai khusi huna siknuhos jati sapana safalta hasil garey ni jhan jhan rahar ra chahana baddai janx lop ley lap lap ley bilap vaney jhai ..marera jada k nai lana payinx ra..😭","Anti-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Man i like your videos.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Dhruv Rathee ko yad aayo<br>yestai new topic ma ajhai sunna paiyos daju","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Des bigraue vany ra yesari jadai Garda zhan des ko bary ma soch nay bedesi ko soch ra nepali passport valueless hudai ga xa 😢","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Des ko rajniti ramro xyna k garnu badhyata xa sun ko","Neutral/Observation","Systemic/Political Anger","Individualist-Self","Despairing/Sad"
"Very well explained","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Thank you so much❤️🙏","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Bro I like your content man. Can we collaborate?","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Now about A division league  club their  owner and  earnings 🤔❣️🎈","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Missing our king","Anti-Migration","Patriotism/Love","Collectivist-Nation","Despairing/Sad"
"संसार सबैको साझा घर रे तर त्यै अमेरिका जान पनि पासपोर्ट, भिसा चाइने रे कस्तो नियम के!!! 😐😐","Neutral/Observation","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"big fan✋","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Ramro jaankaari","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Adios guys I&#39;m off to us now 😔😔","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"If you come into the US illegally you are a criminal and an enemy to the state. You are like a member of an enemy army infiltrating a country. You will be making the world a WORSE place.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"It is really sad to see this scenario of our people","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"How the hell its illegal to go from one place to another? Our earth is not the personal property. Its the common home of every living creatures. So its right of every living creatures to go from one place to another.","Pro-Migration","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"i was the 12,000th like! keep up the good work dipesh!❤","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"What&#39;s the main reason for Going abroad in that way?I have been to UK  I didn&#39;t see any extra ordinary things over there.Please do not waste your life in that way.","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"Gretar nepal🇳🇵🇳🇵🇳🇵","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Desh gatilo vako vaye... Kina janma thailo chodnu parthyo ra!!","Anti-Migration","Patriotism/Love","Collectivist-Nation","Angry/Frustrated"
"Hamro desh ko halat ramro vako vaya yesto hudaina thiyo, desh bechi sako neta haru la","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Good information","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"But now Croatia is also schengen","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Came to chat man! In insta","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"You explain as like swagaat gyawali 😅❤️👏👏","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Kehi dikkat huna","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"I felt the title used in this video really a poor choice of words. &quot;How to reach, illegally and risking your life &quot; are you trying to give a tutorial?","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"People who choose that way get killed by Mexican drug cartels like los Zetas &amp; Sinaloa cartels ..Women get fucked so bad &amp; trafficked in this route not even US or any Europe countries Let them now in any of rehabilitation centres for immigrants...It&#39;s better to go gulf than US this ways...","Neutral/Observation","Economic Necessity","Collectivist-Nation","Angry/Frustrated"
"America ma xiresi pugyo. You will easily get a job bina documents","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Go to portugal or malta. Get a TR. then visitmexico and jump the trump wall","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Your hardwork deserve more subscriber bro..all the best","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"One of my close friend went to USA through same route. He said the actual things you just said.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Rahar le gako ho bro tya <br>Bhadyata t khadi ho","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Yo yatra ma 100% loss nai cha .","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"<a href=""UCkszU2WH9gy1mb0dV-11UJg/JAJ1XpGpJYnW8wTupZu4Cw""></a>salute for ur hard work brotheer","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Yeti mehenat Nepal Mai garya kei hunthyo ki","Anti-Migration","Patriotism/Love","Collectivist-Nation","Pragmatic"
"Got goosebumps. Hats off to your research. Keep growing…","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Title inappropriate vaexa  subject matter vane dherai informational xa😊😊😊","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"You are the best😊","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Hello Bro, Not related to this topic, could you also do a video on why Yatri ko bikes are not getting license? I dont understand what is the issue in this. <br>Ki ta company nai na khulna dinu parne thyo, ahile aayera, tetro bike bechna dine, tara license plate number lina lai kei process nai  chaina.<br>K ho k ho,","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"aafno desh jasto sorga khii xaenw aafnai desh ma kam garum gare j pani hunxa","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"99% of you do not qualify.. in fact once they have you- they will get your info- pic- finger prints and Deport you immediately...WITHOUT EXCEPTION. You won&#39;t be able to read apply for another 10 years- if you are caught here illegally- it could include JAIL TIME.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"why would you expose yourself on social media","Neutral/Observation","Systemic/Political Anger","Individualist-Self","Pragmatic"
"Much needed info","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Wow what a content brother...❤️‍🔥❤️‍🔥❤️‍🔥","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"My Friends also have gone to USA like this","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Thank god there are some channels who raise the issues that no body talks about <br>Jay Nepal","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Bro make a video related dhikuri/dhikuti...how it started... it&#39;s illegal and yet its run by many nepali people...","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Ramro content brother!, Yesari USA naajanuhos. It’s not worth it. Do research.","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"The person who are willing to pay upto the north of 50 lakh despite knowing danger ahead and if gets return or death don&#39;t gets my sympathy...  For That much amount you can start a business with careful planning and can settle for life in their own country","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"Wow how beautifully you presented this issue 💖<br>You didn&#39;t even ask for Like,  comment,  share blahh blahh, <br>Truly appreciable 🍀🍀","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Im happy in dubai","Anti-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Kina vanne Kura ta clear xa ni Nepal ma vabisy andhakaar ma xa dhukka xa ani subidha thorai xa.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"यथार्थ यै हो जुन भिडिओ ले देखाउछ europ को सपनामा turkey देखि illigal जानेमा क्यै ले ज्यान गुमाय कयौ महिला बलात्कार भय कति अपरण मा परे अनि फिरती रकम लाखौ गुमाय पिडा सारो छ यो यात्रा कठिन छ तसर्थ जानु भाँडा पहिला प्रलोभन मा नाफस्नु होला राम्ररी सोच्नुहोला 🙏🙏","Anti-Migration","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Kuddoss to such qualities content!!!","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Rather than giving 40-50 lakhs to agents to travel illegally it is easier to study engineering or nursing and migrate to australia.","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Kudos to you Dipesh Ji! Thank you for letting us know the truth. Your videos are to the point and makes sense as what might have happened. Its an eye opener for many of us Nepalese. Looking forward to learn more from your videos.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"i wished the video to be abit longer.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Like the way you share the whole information about it !!!!","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"very sad 😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Dipesh Brother, you&#39;re doing really a great task, please don&#39;t fred up and continue further. I am sure that your hardwork is going to pay off really well and will contribute in revealing the &#39;secret&#39; dark-facts that rare people knows.. And also congrats for 90K+ subs, good luck for 100K very soon :)","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"After hearing this I think this video will saved many life of our nepali people&#39;s who wants to migrate in future for better way of living life but there is no guarantee they will reach or not to the place so this video will help them to change their mind so don&#39;t do any risky thing&#39;s with your life","Anti-Migration","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Best channel","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"all credit goes to a#<a href=""http://www.youtube.com/results?search_query=%23hole"">#hole</a> plliticians and beurocrats","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Hamro Neta harule garda aaja hami Nepali ko yesto halat vako xa. <br><a href=""http://www.youtube.com/results?search_query=%23nonotagain"">#NoNotAgain</a>","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"what if there&#39;s a movie on this journey? 🙂","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Desh Hunu Paryo Nii Ramro Ghar Family palna Laghi Tw risk uthaunu Paryo Tw Tmy Jasto chair ma Basey Rw bhuknu Tw bhayana Nii Aani America Jasto Powerful Country Jana risky Tw Bhaihalxa Nii risk na Leunay Bhya Tw India Gaya Bhyo Tw.   Chair Ma Basey Rw Dherrai nabhukha Bro family lie palna Laghi Rw Aauney generation Aafno Ramro Thau ma Bitos Teni Haru ko life Bhaney Rw Hoo risk leya Rw illegally Janey Tmy Jasto chair ma Basey Rw bhuknu Bhanda Tehi risk leya Rw illegally Janey Thik Xa","Pro-Migration","Family Obligation","Collectivist-Family","Angry/Frustrated"
"Wow just amazing eye opening video","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Illegal stuffs lai promo grnu hunna hai","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Katti xan xan","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Thumbs up for the video","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Truth is hard 😢 please don’t travel illegally ❤","Anti-Migration","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"great job The Nepali comment and Dipesh... Hats Off.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"dai i just respect your intelligence and your commitment on research!<br>i want to spend 15 minutes on a table talk while i come back to Nepal!<br>i will try my best to make it possible!Hats off!Keep up the good work and!<br>Best Regards<br>Your biggest follower","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"One of my moms relative now lives in USA. He did this and now he is working in a restaurant.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Except under some circumstances, Illegally traveling is a choice for people like Nepalese and whatever happens to them , they deserve it.","Neutral/Observation","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"Dai every 7 day ma vedio dinuna kamse kam vadi ma day by bay","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Ek janna le 15 20 lakh garna hune tara Nepal ma tai paisaa le kehi business garxu vanne aatt naaune!! Hait toit","Anti-Migration","Economic Necessity","Collectivist-Nation","Angry/Frustrated"
"yedi 20 lakh chha bhane ta nepal mai base bhai goni kina janu bidesh.","Anti-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"nepal ko middle class uppeer class ko video banau nu pario data nai chaina how much they earn","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
