comment,intent,primary_driver,value_orientation,affect
Ma roye dinxu😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Last ma ta dhannai royena 🥲,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
"नेपालमै बसेर डलर कमाउने चाहिँ अर्ध नेपाली हुन । सोझो हिसाबले हेर्दा उनिहरु नेपालमै बसेपनी, उनिहरुको श्रम र पसिना चाहिँ विदेशिकै लागि बगेको हुन्छ ।<br><br>म आफै यो काम यानिकी (Freelancing) मा सम्लग्न भएको अनुभवले भन्दैछु ।",Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
"Haami afno desh lai recover garney soch ma leuna parcha.<br>Ek huna parcha. Balen Shah le ma matrai antim saas ho vanera daabi lagayesi man ekdam siringa vayeko thyo. <br>Politically fight gardai cha, kina vaney, waha Nepalkai youngest leader ma parincha. The youth wants changes. Tara hernus, ahile pani kati jhamela ma fasai rahecha garchu vanne haru lai. <br>Adik huney samaya ai raheko cha,jasari aghi India ko e.g diye jasari. <br>I want to return and do smthg in Nepal, sikchya chettra ma. Kina vane malai desh ko maya ra vavishya ko laagi asha vayekole garda ho.<br>Ma Nepal bata ho vanera garba saath aaja pani, bidesh mai vaye pani ma vandai ayeko chu. Desh ko awastha ahile j sukai hos, Loyalty ko laagi kina hos, afu Nepali nai ho vanera chinauna ma pachi hatney chaina.<br>Lastly, this channel needs more subscriber.",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
​@dnstar5218 sahi bro 😏,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
बाध्यता भहेसी लाग्नु नि पर्यो नि नेपा ल कि बिदेस रे घरा बसेर क्यार्नी हो नेता ले दिदैनन पैसा कता छ देसा रोज गार तेत्रो बिदेस रि ण तीन लाई पुग्दैन ॐ शिव,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"😂😂 this patroitism wont last my mate, wait till you see the real side of it. You'll get your reality check in mid 30's",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Very much true...well said..,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Politicians Haru lai hereko cha , Tini Haru le Garda desh kasto banayeko cha.",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
"As a recently +2 graduated guy who is sick of thinking abroad or Nepal , this video changed my point of view and  now i think i know what to do, loved your video ❤",Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Mayalu nai bideshiye paxi k ko lagi basnu yaha!,Pro-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Yes I agree with you bro,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
This video should be watched by everyone who is planning to go abroad or is already there yuwa nai desh ko future ho hami nai narahe desh ka rahanxa.,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
देशको अस्तित्व जोगाउने कि आफ्नो परिवार <br>तिमी rich kid होला जस्ले एस्तो कुरा गर्छ <br>नेपालमै काम गर्दा 1 घण्टा को 2000-3000 रुपैया हुनु पर्यो अनि बल्ल युवा देश छाड्दैनन <br><br>भन्न सजिलो छ नेपालमै केही गर्नुस भनेर <br>लोड्सेडिङ अझैसम्म न हटेको देश मा केही हुने वाला छैन,Anti-Migration,Economic Necessity,Collectivist-Family,Pragmatic
नेपालमा बसेर कम्तिमा मेडल क्लास परिवार कमाउन सकिन्छ  ?<br>आफ्नै पैसाले बिहे गर्न सकिन्छ ? <br>के हामी हाम्रो हजुरबुबा जस्तै सम्पत्ति किन्न सक्छौं? <br>के हामी भारतीय जस्तै कार किन्न सक्छौं?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Well explained,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
देश मै बस्छु भनेको थिय Gf ले नि छाडेर गै जे होस तर बिदेश त जान्न भन्छु तर खोइ😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Dolar bhittarayune illegal 😢 xainna rw,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
sincerely thanks for this video,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
अब हाम्रो शिक्षा प्रणाली सिपमूलक<br> बनाउनुपर्छ,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Dai yo visit visa Pani 50% ta naauhnay manxay Hun,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Wow! What a beautiful video. Aankha rasayo. Sochey jasto deshma bhaye bidisthina hola🥹,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
"K garne family ko maya cha. Yha ta eat, sleep, play repeat,stuck in infinity loop bhai.😢 from-🇵🇸",Neutral/Observation,Family Obligation,Collectivist-Family,Despairing/Sad
sai hoo,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Can I use some of your video clips to share with my friend and family?,Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
Jau bidesh tarw 25 Vanda pahila jau ani 36 vanda pahila farkiyera bideshma kamako paisa Nepal ma business gara,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Thank you dai for your motivation ❤❤,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
maa  affele  engnr padhe ra depressed xu tesaile aafono annubhava vaneko,Trapped/Regretful,Economic Necessity,Individualist-Self,Despairing/Sad
kosle kosle yo video herda sunda khushi ko sathai dukha ko current khayo🙋<br>Really inspired by your 20-30 min Clip bro keep it up ❤️👍,Pro-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Your videos need to reach more audiences of every age everywhere, and keep up with these help.<br><br><br>( You watch one piece?)",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ukalo ma Santosh basnet ki subas basnet?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Schools  bata  testo negitave habit aila dhaki xa fitcher ma. Kasto aushar  parxa,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
25 rs ko chiya khane paisa hudina aafu saga kam  khojyo vani ne ramro pauna garo xa  dhearai kamauna neta ko source chayo ani aafu sagai padeako sathi lea gako 1.5/2 barsa ma 50lakh dheaki 2cr samman kamaye vabda hami pagal matrai huna Baki xum,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
What a nice content man good job 👍 ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
देशै बेच्ने पो हो कि 😅😂😂😂😢😢😢😢😢😢😢😢😢,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Despairing/Sad
"Literally amazing ,thykkai match khayo mero mentality sanga ,hope it goes well ....part time jobs ko kura chai ekdam  lagu hunu prxa Nepal ma , as a result bideshine dar dherai ghatxa 😢",Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
Very nice video thanks a lot.  You have done many research and created this wonderful content in here.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
One of the best vedio i ever watched ❤ full of goosebumps 🫡 . Keep it up 👍…. Keep going!!,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Thank you.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
nice video 👍️,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Malai esto lagx next 300 years ma Bangali r Indian Muslims ko dherai jansankhya hune x Nepali ko anupat ma kinabhane uniharulai jamin bhae hunx Tara Nepali American life chainx.,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
म १८ बषॅ भयो बिदेसमा अहीले सम्म एउटा घर बनाऊन सकेको छैन 😢😢😢 मेरो जिन्दगी 😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Nepal ma aba nepali hoina neta ra teska jhole karyakarta matarai huneyxa,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
"Jun jogi ayeni kaan chiriyeko bhayera ho, 250 years samma desh bechera khane harule sashan garepaxi 10 years ma kasari change hunxa babu😅",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
I'm 15 yrs old and watching your videos made me realize many things  i wouldnt realize even after 10 years I'm grateful that you are inspiring youths like us and I'm grateful to be in this side of social media and someday our country will shine if we are try to be like you and I hope someday i can meet you and pay my respect for you😄anyways a lot of respect and support for you dai!!!,Neutral/Observation,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
खाडी गयकाहरु पनि बाहिर बाट apply गरेर युरोप जानीको संख्या पनि धेरै छ।,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Ma Yaha UK aako 7 mahina vo.  Rw Vanna chahanxu aafno deshko Maya k ho vanne Kura bahira gayer thaah paauxa.. Arkako desh Vanda aafnai deshma basnu ramro.. Yaha 1000 KO rup dekhna garho xa .. Tara Nepal ma 10000 ni herna paauthyo .hamro kamai dherai xa uta ..  160 gunnna kamaauney matra hoin kharch pni hunx.. Yaha 1000 kamauna garho xa .. rw tyahi 1000 kamayer 500 jati ta room rent nai janxa. Rw Baki 500 ma kehi garna sakina yata .. but Nepal ma 15 k kamaye 10k ma yati KO jasto jeewan bachna sakinxa . Rw 5k majale aafno saving garna sakinxa.. but yata tyasto xain .. hapta KO 400 kamauda 10 pound ni kharch garna kasto garho feel hunx aafu ma..,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
"India ani Nepal ka nagarik matra chhan rw yo bishwo ma, jo canada ani australia jasta country haru le hire garne. World ma kati dherai country haru chha jaha nepal ko bhanda quality education deeinchha. Mero desh jaile yestai.",Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
America ma thiye aaile nepal mai kei garxu vanera 17 barsa pachi aaye ...aaile geda jasto vayo,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Watch more then 10 time❤🫠,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
why should i stay in nepal give me one reason?????,Anti-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic
Baseka pani visa nalagera baseka huna hami jastai😢,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
15k salary 😂😂,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Jo sanga IT Skills xaina uh k garxa?<br>Sabai jana businessman huna sakdaina, sabai jana IT mai involve hudainan so uh k garxa?",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"The choice between staying in Nepal or seeking opportunities abroad is complex, with valid arguments on both sides. It's a decision many of us can relate to, and it's important to weigh the pros and cons carefully before making such a significant life choice.",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
We are,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Thankyou dai for giving me hope to stay here in Nepal with my family doing stg.Not much bigger dream just a simple life,making parents happy and self proud.hope to get myself there in coming years!!",Anti-Migration,Family Obligation,Collectivist-Family,Hopeful/Motivated
K Halo jotnu basnu Ani paisa Pani hudaina family kasari palxau😂,Neutral/Observation,Economic Necessity,Collectivist-Family,Pragmatic
Maeley Diploma in civil engineering Garey .<br>Maeley Afno field  job garna khojey kae job payena . <br>Aeley ma language seke Ra xu .,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Yo post fb ma share garnu milcha ki mildai na sir alikati choto crop garera,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nepali sab veda haru hun pache aaba chunab ma taha huncha nepali lai k chaicha vaanara,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Bidesh jane because no nepali school certificate value😢,Pro-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
