"comment","intent","primary_driver","value_orientation","affect"
"If I take a step back, post-World War 2, both Germany and Japan&#39;s youth and the entire nation worked hard to rebuild their nation. Some such sense needs to be imbibed right at the school stage in Nepal so as to bring nation-building pride and economic contentment. It is not a very long haul, but rightly done, we can perhaps see positive results in just over a decade. Just blaming the government is an excuse. But sadly to majority of Nepali youths this sounds like poetry. Social media and peer pressure is spoiling our young minds right at the school level leaving an already jeopardized nation to darker abyss. Our boys and girls want to settle the rest of their lives in the best nations (Mostly just following the trend and FOMO). Economic reason is not universal in all migrations.<br><br>BUT BEWARE. REVERSE MIGRATION is happening. The developed host nations like Canada, US, Australia, Japan are already getting overwhelmed with migrants from poor countries. Lack of housing, rising food prices and electricity bills, racism, safety, long process for healthcare facilities and lack of jobs are just the struggles that has to be kept in mind. People from some poor countries are returning back to their nations citing above mentioned reasons. That is going to increase more. ANTI IMMIGRATION SENTIMENTS IS ON THE RISE. They are fed up of brown/black/asian skins. It’s a truth even if they don’t express. Migrant baseko area ma gora haru mostly basdainan. <br>   But at the end it is all Poetry. 😅. Des banauney kam ma ko lagcha? Kehi faida chaina. Netaharuley bananuna parney ho des. Hamro kam  ho ra? Bidesko chillo bato, aglo building, hariyo park and sea beach samjhiyepachi control nai hudaina. Jasari bhayepani gayincha hai?<br><br>Just my two cents","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"janasankik ho ... pronounce properly ...if u cant prononuce it in different language","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"<a href=""https://www.youtube.com/watch?v=YRwlDwWEBew&amp;t=692"">11:32</a> laugh but reality 😢😂","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Paisa bhayepani nabhayepani sabaile le desh chadchan chadchan, kina ki ahile yo sabai global trend ho. Jaha paisa dherai subidha dherai kamauchan tehi manxe daudine ho aajkal. Kim jon un jasto tanasaha dictator le matra janta lai aafno desh ma tharkayera trashh dekhayera rakhna sakcha, developed desh le kasari aafno ukasna aru kamjor desh ko ke halat garcha tyo kura sabai lai tha bhayeko awastha ho.","Pro-Migration","Systemic/Political Anger","Individualist-Self","Despairing/Sad"
"Sochdai bas randiko xori haru, prgati hudena TYO desh ko… kharba lagani garxa arba gojima hule paxi ghanta ko development hunxa..","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Aru malai thaha xaina marriage huna Lai sablai garo hunxa","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"देश विकास न भाको मुख्य कारण नेपालमा बस्ने नेपाली हरु को अनुसासन न भएर हो ,आरु को खुटा तान्ने हरु धेरै छन्, अरु  हरु लाई  हिन्सा गर्छन्","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Income less, want more or expensive. Hard to fill wants and week security of life.","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"Unfortunately, Nepal is a failing country.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Mahabir pun lai nai herau na  k ko laaamo kura","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Bahun bokne kam banda garau Nepal banau Jay balen Jay harka","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Studying in Nepal is like wasting time and money .. sad but true","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"मलाई ९-१० वर्ष अगाडि खासै मतलब लाग्दैन थियो तर विगत २-३ वर्षमा म बाहेक मेंरो सबै साथीहरु र दाजु भाइ हरु विदेशिएको देख्दा मलाई दार लाग्न थाल्यो। परिवारमा सबैलाई हेर्ने म मात्र बाँकी छ यहाँ।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Yopali EDV varne wala  koko hunuhunxa yeta aamta","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Euta video Lumbini Development Trust ko corruption ra politics ma ni banaunu paryo","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Idea thik cha but every video khali negetive thought one sisan baniya also said  tyo maybe timlai vanya hola !","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Sala corruption garney muji haru le desh nai khattam banayo yrr 😭<br>Yo kura ekdum seriously bhujne ho vane suru ma bidesh jau<br>Tya ko rules, system hernu bhujnu ani tha pauxa sala kasto samma chor haru le dhubako xa hamro Desh <br>Koi individual lai farkina nai man hudaina <br>Everything we invest in Nepal goes directly or indirectly to this corrupted Government.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Excellent explanation","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"धेरै सिक्नुपर्ने भिडियो।🎉❤","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"I am leaving Nepal sooon😢","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Usa and Westerners master plan to destroy Nepal and Nepalese.....Nepal is ruled by these countries .....our leaders are puppets","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Salary didainan company ma paisa xaina vandinxan ma ni janxu ABA bidesh Nepal ma kati sram Daan grnu","Pro-Migration","Economic Necessity","Individualist-Self","Angry/Frustrated"
"Nepal khokro bhaisakyo…<br>Too late…<br>Bhokmari lagcha Nepal ma…","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Bidaes jaanae bitikkai kaam paaunae hoinau kaam paaunu koe laagi timi tyaa ko citizenship hunuparchha tyoe ta guarantee ho ani jaba samma citizenship paaudainau taba samma timi lae raamroe sita kaam paaudainau yeti gari pani haalyoe bhanae tyoe illegal hunchha ani kaam  nagarae pachhi income pani hudaina ani citizenship pani jaanae bitikkai paaunae hoinau sabai desmaa paaunu ko laagi yeti barsa samma basaekoe hunai parchha bhanaera tokaekoe hunchha jastai example USA ko kuraa gardaa US ko citizenship hunukoe laagi timi atleast 7 or 8 barsa basaekai hunuparchha bhanae pachhi tyoe 8 barsa nakatunjael samma timilae raamoe sita kaam paaudainau ani kaam napayae pachhi yestai waiter,cook, nokkar etc yestaa kaam garchau. Tyati barsa bhitra ta nepal mai raamroe sita kaam gariraakhaeko hunchha. UK,USA,Australia saayad aru desmaa pani holaa Students haru baata aaunae jati praaya waiter ki cook ki bhaadaa maajnae kaam garchha, Quater maa maximum nepali haru Airport maa saamaan haru oosaarnae, koi driver kaam garchha, koi cleaning etc kaam garchha k yestoe kaam nepal maa garna sakdaina.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"I am IT student ani web development ko lagi free ma internship garxu vanda pani nepal ma company chaina esto bijok cha 😢","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"AVERAGE youth lai Nepal ma sustain Huna GARHO xa... BIDESH JINDABAD🙌","Pro-Migration","Economic Necessity","Individualist-Self","Angry/Frustrated"
"Yes, the issue of getting equivalence certificate from Tribhuvan University is real. This is causing many to rethink about returning to Nepal or to leave Nepal after becoming frustrated with the TU people here.  I know folks who have masters and PhD degrees from western countries. They struggle to get equivalence at TU because TU doesn&#39;t have a comparable degree program or study route as found in western universities. If you study a field not found at TU, getting equivalence is very difficult. Also, TU may not give equivalence for masters degree if the field of study is different than the bachelor&#39;s degree. Same goes with PhD. They make a big issue on how one can go from one degree to another, even if it was completely legal overseas. If equivalence is not granted for masters, then it will not be granted for PhD. Even those who study in India are at risk of not getting equivalence. Hence, you have cases where people can get equivalent certificates from other foreign countries but not from Nepal! For example, an America-educated person can get equivalent certificates from UK and Canada for the purpose of employment in those countries, but not from Nepal! It is very sad indeed!","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"India ko game ko sikaar ho..congress,,emaalay ra maubaadi lay india sanga milera banda gareko ho..ani samjik laalsi pan lay pani ho..ani vayeko companies haru lay afulay faida dherai rakhni ra salary dherai nai kam dinchan..aba esto euta samyantra banauna paryo jun hami hamro youth vanda pani aba aru desh baata youth lyayera vaye pani indutries chalauna paryo..aba nepali youth lay nepal nabanaunay ho vanay nepali entrapeneur harulay africa,bangladesh baata manchey leraayera kaam garauni ho ra product chai internationally export garna parcha","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"चुनाव नहुन्जेल सरकार थू गर्यो अनि चुनावको बेला चै मासु भातमा बिक्छन्, थूईक्क हामी भेडा","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"नेपालको 90% अभिभावक आफ्नो छोरा छोरीले चाहेको स्किल वा उद्धमशिल काममा 30,000 रूपियाँ लगानि लगाउँदैनन् तर विदेश पठाउने कुरामा ऋण काडेर भएपनी 30, 40 लाख रूपियाँ जुटाउँछन्।<br>   नेपालका 90% देशका अभिभावक (नेता र गार्जेन) , चुतिया, नेगेटिभ, नराम्रो कुरा सिकाउने, खुट्टा काट्ने, आफ्नै लेडेँढिपी गर्ने आदी छन्। जम्म 10% मात्र भाग्यमानी छन् जस्ले सकारात्मक, सपोर्ट गर्ने, राम्रोसँग कुराहरु बुझ्ने बुझाउन सक्ने अभिभावक पाएका छन्। मैले भोगेको र धेरै साथीहरूको कथा देखेर भन्दै छु। सम्झाउँदा आफ्नै टाउको दुख्छ। कसैको मन दुखे माफी चाहन्छु तर वास्तविकता यही हो।😅","Neutral/Observation","Economic Necessity","Collectivist-Family","Despairing/Sad"
"Gahiro bislesan vai ko keep it up. Aru kai ma progress navaye ni news ra awareness ma progress vayeko chaa yo pani desh ko lagi ramro ho","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Yo video M views maa jawos ❤ sara nepali le hernu parne ho.","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"सारै राम्रो बिचार धारणा बाबुको।😢😢😢😢🙏🙏🙏🙏🇳🇵🇳🇵🇳🇵🇳🇵","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"जब सम्म एमाले माओवादि कांग्रेसलाई भोट हालिरहन्छ तब सम्म यो देश अझै नाजुक र अस्तित्व नै धराप मा पर्ने छ ॥","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"म पनि हाल मलेसियामा कार्यरत् छु","Trapped/Regretful","Economic Necessity","Collectivist-Family","Despairing/Sad"
"भाइले सारै राम्रोसङ नेपालको समस्याहरु बताउनु भयो तर समस्याहरुको कारण पनि भन्नुपर्यो जनताहरुलाइ। जस्तो जनता उस्तै नेता भयपछि यस्तै हुन्छ्😡😡","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Yo sab nepal sailing hanney yojana ho neta huru ko","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"mind opening video on the Internet, so far ❤❤. <br>god bless you!","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"मारवाडीले चुसेको देशमा को बस्न सक्छ?? अदालत न्यायाधीश पुलिस कानुन बैंक सहकारी इन्सुरेन्स सबै मारवाडी तस्करको हातमा छ , यो सबै तस्करहरुको नाईके केपी र आरजु हो।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Euta sarkar lai thik parna lai euta ramro karmachari nai pugxa tarah k garnu hamro desh ko pahilo chutia ani vrast vaneko nai karmachari ho ani tes paxi MC neta haru ani additional jhan yo corruption lai yo awastha samma purauna ma mainstream media and corporate ko haat xa ,esma most corrupted ko hola ? Sabai MC haru ustai ho ! Aba upai vaneko kada vanda kada punishment dinu parxa ani aaja samma ko sampatti ko xaanbin garera lifetime jail ma kochnu parxa ani matrae nepal ma kei changes auxa otherwise same ho kei huney wala xaina","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"All the Best","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Great presentation यसमा हाम्रो सरकार निजी व्यवसाय क्षेत्र,स्वयम हामी जनता, विधालय सबै क्षेत्रका सस्था व्यक्ति दोषी छौं।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"सहि हो","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Very worth full video❤❤❤🎉","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Indepth story, Nepali comment and project ka kura le ramrai sanga warning vetey jasto cha k ko lagi aas gariyako channel le k ra kasto khaley topics ma video leirako chha ani k bhani rako chha.... Paila jasto chhaina...","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Dirty politicians r unstable politics le Garda ho <br>Tauke budha haru le k garya xa r","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Malai lage ko Kura Nepal ma kehi din  hr agency ma kaam gare ko thiye <br>Interview Dina aaune sab dhari padhe ka but general knowledge ko kami <br>Practical knowledge ko kami <br>Kei skill xaina <br>Working skill bina ko certificate haru boke ka aaune interview handle garna na aaune candidates aaba kasari job xaina vannu Nepal ma <br>Aachama lagxa <br>Capable candidates haru le mazza le job pauxa <br>Educate matrai Haina <br>Practical based education ma focus garnus vannxu ma ta <br>Thank you <br>Taha tapai ki sabai videos ramro lagxa malai <br>Keep it up 👍","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"के चाहिँ छ,खै? म त केही देख्दिन। गर्न खोज्ने लाई केही काम दिदैन सरकारले। रोजगार छैन,१४,००० अनि २०,००० सम्मको तलबमा परिवार कसरी पाल्नु,एउटा बिबाहित मान्छेले,ल एक्लै बसेको छ भने पुग्ला त्यतिको तलबले। काम छैन,मेरा कति आफन्त पर्देशमा छन्। क्यानडा,अष्ट्रेलिया,अमेरिका,साउदी अरेबिया,कतार,मलेशिया,दुबई,बेलायत। 😮😢💔🙏","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Corruption <br>Education khatam<br>Health system khatam <br>Sarkari kam ta jhan khulit <br>No job employment <br> <br>Ani yo deshma k garna basney basney vaneko chor  neta haru matrai yo deshma","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Dai hjur ley jastai video banauna kaha sikney?","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Dai world economics crisis xutyo","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"<a href=""https://www.youtube.com/watch?v=YRwlDwWEBew&amp;t=1098"">18:18</a> Kathmandu ma basne dheari lai testo tha xaina kina ki thya population ni dheari xa tei vaye ra aajai feel vaxaina outside of kathmandu hernu ta ta yo aaile present vairaxa market aaile chale xaina kinw market ma youth nai xaina tei vako vane uncle hru ho youth pani market rarely dekhixan <br><br>Aaile garment hru le youth hru ko lagi clothes production nai gardina<br>Garne vane ko kids ra old manxe lai ho <br>Bajar ma youth nai xaina","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Where all the money of the country is going","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"I am proud as I have left Australia for good and its been 2 years. I see innumerable opportunities to earn name, fame and wealth in this country.","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Dai tapai ko yo video heri rahada pani study in australia vanera consultancy ko add aayo ta","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"लुटतन्त्रको उपलब्धि।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Purana neta haru le bhrastachaar garera  14 pusta  pugne akut sampati jamma garera aba tyei bhrastachar mudda haru bata bachna lai sarkar dhaldai pali palo sarkar chalayera baseka chan. 2084 ma vote garda bichaar puraunu hola sabai Nepal ma bhayeka janata le. Yi puraana bhrasta haru lai jail ko hawa khuwaunu nai parcha.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"वास्तवमा यो समस्या समग्र दक्षिण एसिया भरिमै छ र सबैभन्दा बढी नेपालमा छ।सानो देश थोरै जनसंख्या तर धेरै नेता  अधिक विज्ञता र सामाजिक अभियन्ता यिनैले आफ्नो अनुकूलको व्यवस्था लादेर यो अवस्था गराए।ठुलो दोष राज्यको अनि नागरिक।देशमा बस्ने वातावरणको सिर्जना राज्यले नै गर्ने हो।यहाँ धमिलो पानीमा माछा मार्न पल्केकालाई यस्ता कुराले छुदैन।किनकि केही मुठ्ठी भरको मुठ्ठीमा छ देश।अनि किन कसैको लागि आपसमा भिड्ने भनेर देश छोड्ने अभियानमा युवा","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"People are leaving Nepal because they are going to abroad","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Yo Americako cha ho, deshko takat bhanekonai yu harulai bidesh lakhetne tiniharu chahi Hamro Desh  lai mjor Banayera  hamro desh kabja garne...","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Education ko reason le chai i really wanna leave this country  mero baini le 2 choti back paper deko xa 12 ko how can neb be so careless reetotaling garda copy check xaina yesto para le kun chai student Lai nepal ma padnu manlagxa ra I&#39;m suggesting her to do pcl nursing then try for aboard aba ko 10 years ma ta ma aafno family lai nai aboard shift garauni sochiraxu kina ki yeta kaile kei change huni wala xaina","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Bahun ko kam chaina jaba samma bahun hru hunchan taba samma desh bikas huna sakdaina","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"❤❤❤❤ weldone brother","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Nepal ma kehi bigriyeko nai xainaw din var social media ko content consume garni nepal ma kehi garna nakhojhni abroad ma poisa ko bot xaw van ni yuwa dharai vai diyeraw tysko result dakhiyako matrai ho","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Yestai xa yr bro im in uk since from 4 year im happy in here sab lai tehe bhanxu what im experienced sakxau nepal maie gara sakdainau nepal time maie xodi hal kta ho paisa na huney dubai ja contract ma tya beta Europe try gara.😢bro love your news always my wife always watch your content bro bewt wishes and best of luck to you bro","Trapped/Regretful","Patriotism/Love","Individualist-Self","Hopeful/Motivated"
"Ta pani janxas ek din bidesh..😂 .","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Raksi ra masu ma bikni hami sabaii veda hou.😂 ..","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Horrified by the stats.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
